0.35028,-0.27604,-0.047273,0.14308,0.42866
0.77104,0.26988,-0.038907,0.93117,0.073363
0.92635,0.49168,-0.15541,-0.63062,0.52927
0.22726,-0.61332,-0.52696,0.4157,0.027735
0.13235,0.15913,0.35878,-0.29639,0.23398
0.65909,-0.59529,0.078134,-0.26327,0.26989
-0.68986,0.55234,0.39003,-0.85075,-0.19207
-0.087858,-0.1286,-0.077164,-0.94836,-0.20669
-0.22445,-0.064261,-0.14517,0.91774,0.14982
-0.15562,0.36649,0.31394,-0.13683,0.025845
-0.36571,-0.22334,-0.056724,0.79607,0.19659
-0.20964,-0.45921,-0.8434,-0.53383,-0.37288
-0.18126,-0.22992,-0.30054,-0.90629,0.20705
-0.08095,-0.36675,0.3605,0.93648,0.15698
-0.30175,-0.44749,-0.81853,1.059,-0.12156
-0.2885,-0.018473,0.42067,0.96916,-0.024692
0.34323,0.17657,1.2567,-0.23498,0.13769
0.14585,-0.29773,0.52517,-0.20166,-1
-0.488,0.25158,0.21052,0.99955,-0.64421
-0.48652,-0.3099,0.13128,-0.26637,0.21249
0.32107,0.25442,0.0079052,-0.65973,0.51976
0.061041,0.39372,-0.1287,-1,-0.43348
0.022139,0.73533,-0.47703,0.011402,-0.39116
-0.39959,0.37917,-0.43784,-0.25023,0.21762
-0.01134,0.72404,0.71312,0.24371,0.27649
3.9266,0.91402,5.0527,5.044,5.2397
4.0471,1.5167,4.7654,3.7568,4.5529
2.2342,0.94183,3.3236,2.2224,2.7702
1.4144,1.0629,2.3495,1.6267,0.36088
2.0323,0.90689,1.4639,2.683,1.4138
1.9383,0.33864,1.6432,2.9307,2.3072
1.4338,1.3397,1.3587,2.188,1.7055
0.79589,0.63236,0.84723,1.5832,1.9253
1.7917,0.75599,0.11867,0.90159,1.5503
0.98996,0.66839,-0.066022,0.85992,2.4279
0.68881,0.53004,0.34038,2.5111,2.6028
-0.062967,0.64413,-0.48475,2.9213,3.1663
0.71197,-0.13434,-0.11142,1.8695,2.3267
-0.056785,0.12885,-0.22702,1.1254,1.0109
0.12072,0.45577,-0.014452,0.24649,2.0301
0.7972,-0.029603,-0.17302,0.65352,1.3908
0.22834,0.20354,0.40975,1.7787,1.1176
0.021114,0.6325,-1,1.1743,0.73268
-0.17208,0.48932,-0.63691,1.2923,0.89286
1.0641,0.90529,-0.51285,1.2958,0.80208
1.5405,1.6641,4.2031,8.0565,0.94739
1.1152,1.8224,3.9642,5.5137,1.3338
0.85327,1.0593,2.9654,3.2889,0.88261
0.66904,0.84199,2.1151,2.7389,1.2401
0.5076,0.42884,1.3634,2.9577,0.25241
1.0817,0.79922,1.7199,2.5987,1.3005
0.63281,0.20732,1.8371,2.88,0.677
0.68411,0.75631,1.4136,1.3746,0.39695
0.15863,0.39041,0.19616,0.56542,0.42303
-0.20595,0.20688,-0.92847,0.58227,-0.1196
-0.08773,0.16215,0.54339,1.9776,-0.34657
-0.45823,-0.61107,0.081882,0.46615,0.30496
-0.21104,-0.77944,-0.57488,0.78534,-0.23108
-0.0042699,-0.17849,-0.47356,0.70364,-0.021029
0.17303,-0.27307,-0.92144,0.8489,-0.5652
0.34334,-0.55627,-0.51669,0.6552,-0.27823
0.16519,-0.49451,-0.90683,1.3792,-0.169
-1,-0.66184,-0.019351,-0.43816,-0.060718
0.56824,-0.65837,-0.79137,-0.73751,-0.22562
-0.36787,-1,-0.49106,-0.039835,-0.10493
-0.071858,-0.97589,-0.052148,-0.7498,-0.51111
0.073238,-0.60026,-0.6758,0.41862,-0.60115
0.81261,-0.27089,-0.46369,0.61261,-0.4425
-0.17259,0.016291,0.051583,0.77618,-0.50951
0.24625,-0.13894,-0.17789,-0.020416,-0.32545
0.68943,-0.56433,0.097858,-0.97913,0.025885
-0.50924,-0.16132,0.080235,-0.91491,-0.56184
0.52065,-0.21254,-0.023298,-0.48007,-0.12405
0.11842,0.13506,-0.33117,-0.34429,0.45888
-0.57781,-0.29688,-0.34977,-0.40044,0.33369
0.72976,-0.12521,-0.37585,0.2804,0.26002
-0.17144,0.11422,-0.29265,0.50883,-0.54082
-0.38288,-0.28015,0.17263,-0.86082,0.18475
0.54834,0.067743,0.33112,0.17515,0.316
0.65878,-0.64354,-0.80702,-0.05911,0.47698
0.29261,-0.22853,0.0040662,0.15154,0.14628
0.045563,-0.18524,0.071676,0.62555,0.19723
-0.007841,-0.025889,0.10837,-0.10126,-0.14983
0.64425,-0.12373,0.13751,-0.2734,-0.29785
-0.28637,-0.69525,0.20193,-0.51286,0.066987
0.2836,-0.34878,0.15591,0.072392,-0.013711
0.02024,-0.068394,-0.12951,0.14341,-0.55698
-0.11672,-0.23091,0.74155,0.55797,-0.16556
-0.51276,0.57801,0.18051,0.23786,0.42026
0.35078,-0.02695,-0.068981,0.83091,-0.13535
-0.080755,0.58673,0.75944,-0.35534,0.26353
0.59841,-0.041839,0.15636,0.71829,0.28532
0.24698,0.16047,-0.40064,0.8565,0.38768
0.29587,0.082977,-0.19516,-0.90486,-0.71121
0.72688,0.35905,-0.55345,-0.0020776,0.18082
-0.38271,0.23111,-0.017503,-0.96186,-0.20046
-0.35285,-0.63666,-0.28811,-0.18764,-0.83748
-0.63437,-0.023029,0.37859,-0.2041,0.38937
-0.4201,0.031904,0.24928,0.81474,0.41247
-0.20006,0.60798,-0.39318,-0.73265,0.048797
