-0.21886,-0.35582
0.33009,-0.27579
0.17676,-0.30016
0.0033889,-0.71878
0.079278,-0.017405
-0.12452,-1
-0.0141,0.36489
-0.073437,0.38426
-0.16754,0.70646
-0.033488,1.1551
-0.32519,1.1806
-0.68465,1.3714
-0.51522,0.28148
-0.10355,0.705
-0.013109,-0.18761
-0.63747,-0.15169
0.078923,0.080665
0.84998,0.27251
0.22829,-0.43628
0.53059,-0.26681
0.85246,-0.53799
0.15155,-0.5509
0.36788,-0.99981
-0.73806,-0.70338
-0.65525,-0.61058
0.25264,2.0777
1.9065,3.2188
2.6993,3.3834
3.0373,3.8569
2.9194,2.9091
2.3335,2.186
1.6866,1.031
1.8043,0.82785
0.61649,0.70584
-0.049863,-0.0093832
-0.73257,-0.33729
-0.28936,-0.2451
-0.41487,-0.15076
-0.002009,-0.12071
0.33775,-0.73502
0.87546,-0.40154
1.0414,0.1916
1.0787,0.37198
1.2916,-0.34941
1.1002,-0.080478
0.98587,0.32262
0.90591,0.45142
1.2037,0.026806
1.2119,0.32704
0.90906,-0.10649
4.3379,5.6895
4.1533,8.8696
3.8138,7.9185
4.0113,5.2334
3.216,3.1066
2.6817,1.6279
1.565,1.5508
1.452,0.63346
1.0403,0.65703
1.0513,0.3127
0.65565,0.089049
1.0163,0.14957
0.51739,0.71338
0.1567,0.24564
0.084056,-0.087285
0.3816,0.60641
-0.24997,0.56084
-0.42673,0.42483
0.39644,0.068852
-0.14973,0.075048
0.54477,-0.2319
0.32471,-0.54962
-0.10597,-0.14335
0.5451,0.083941
0.29,0.5432
0.66553,0.27275
0.052219,0.59841
0.075226,0.045318
-0.44794,-0.0031847
0.25997,0.029337
-0.1703,-0.010081
0.83206,-0.13962
-0.032422,-0.53563
0.034713,0.60576
-0.24758,0.077115
-0.00038687,-0.072093
0.48213,-0.32576
0.20495,0.13914
0.58964,-0.32538
0.91863,0.20787
0.23119,-0.039539
0.52479,-0.17731
-0.56359,-0.3008
-0.38311,0.62409
-1,0.10755
-0.6614,0.15458
-0.64026,0.22866
-0.061939,-0.33576
-0.22292,-0.2206
0.019137,-0.10974
