1.037,0.28802,0.27247,0.54527,-0.91804,-0.84876,-0.056501,0.41423,1.1469,0.54736,0.34313,0.48128,0.69378,0.8852
0.78455,-0.15286,0.62503,0.12341,-0.59424,0.046327,0.0037077,-0.015757,0.91671,0.79322,0.00054766,0.41714,0.86822,0.71912
-0.16587,-0.16472,0.2674,0.18193,-0.48579,-0.16796,0.10893,-0.45396,0.40415,0.68441,-0.2642,0.056433,-0.2769,0.38868
-0.63759,-0.718,-0.44864,0.079265,-0.71063,-0.1643,0.10225,-1,-0.40825,-0.015334,-0.27988,-0.27728,0.093809,-0.030613
-0.42217,-0.59991,-0.13284,-0.19543,-0.73335,-0.46471,0.076757,-0.70758,-0.64143,-0.34459,-0.070862,-0.50162,-1,-0.23039
0.030341,-0.29155,-0.32251,-0.46823,-0.75533,-0.42729,0.15345,-0.26189,-0.87228,-0.42176,-0.028342,-0.48467,-0.46235,-0.17907
-0.28274,0.39846,-0.28454,-0.63749,-0.096855,-0.28078,-0.0062106,-0.11566,-0.73764,-0.64941,-0.28628,-0.45843,-0.88544,0.11658
-0.31127,0.4512,-0.22631,-0.22414,-0.12175,0.022901,0.038967,-0.18359,-0.47054,-0.92879,0.052901,-0.39741,-0.22711,0.12594
-0.58213,0.3514,-0.49937,-0.54427,0.26095,0.23166,0.0092157,-0.30032,-0.32741,-0.53856,-0.1171,-0.3326,-0.44811,-0.26318
-0.60843,0.50927,-0.42429,-0.20776,0.1568,1.5401,-0.31324,-0.46399,-0.79313,-0.32536,-0.091711,-0.1479,0.39788,-0.17066
-0.46524,0.82863,-0.040991,-0.48555,0.72748,1.1627,-1,-0.17002,-1,-0.65597,-0.57864,0.083504,-0.29458,0.02331
-0.22828,0.36898,0.22769,-0.39761,0.10975,0.6058,-0.55977,0.12338,-0.86702,-0.53024,-0.13217,-0.038336,0.78323,-0.24469
-0.47064,-0.27049,-0.42337,-0.38039,0.23101,-0.46694,-0.29957,0.28708,-0.76132,-0.37852,-0.079169,-0.25708,0.16099,-0.41066
