-0.55885,-0.0074652,-0.22676,-1,-0.86396,-0.24823,-0.25505,0.037885
1.3728,1.2078,-0.45321,1.2006,1.8785,0.90781,0.75733,-0.22268
-0.38588,-0.22591,-1,1.1353,0.083592,-0.4219,-0.18506,-0.20981
-1,-0.86324,0.26175,-0.36641,-0.57446,-0.85779,-0.8546,0.47931
0.75207,-0.84355,0.26262,-0.65327,-1,-0.78594,-1,0.16302
0.46649,-1,1.0441,-0.36207,-0.78203,0.29428,-0.95302,-0.17485
-0.43799,-0.35304,1.7322,-0.4137,1.0141,0.35146,-0.47711,-0.20949
-0.47241,0.069329,1.2366,-0.18606,0.076136,0.18535,-0.87898,-0.074201
-0.34374,0.41047,-0.16641,-0.27921,-0.47076,0.20307,-0.69625,-0.063319
-0.63918,1.8236,-0.39899,-0.093878,-0.3114,0.048324,0.2074,0.062391
-0.61791,0.37604,-0.43302,-0.2587,-0.20674,-0.010522,0.42997,0.21085
-0.024651,-0.070351,-0.74161,-0.24075,-0.075356,1.5933,-0.40706,0.35248
1.2322,-0.29978,-0.61345,-0.16983,-0.26273,2.4853,-0.53024,0.074394
0.53731,-0.13695,-0.50147,0.22689,-0.025978,0.72998,0.77421,0.14296
-0.087973,-0.16084,-0.42392,0.20669,-0.32136,-0.336,0.72788,-0.11252
0.055831,0.01679,0.055094,0.037211,-0.20079,-0.51832,0.26255,0.036045
0.060947,0.037714,0.05462,0.37996,-0.24755,-0.47115,0.33235,-0.227
0.36943,-0.19942,0.066314,0.33062,-0.095512,-0.76209,-0.3976,-0.34156
0.77565,-0.087738,-0.056408,0.20731,0.47802,-0.72894,-0.3507,0.020898
-0.037438,-0.14,0.29834,-0.0040663,0.3034,-0.15281,-0.49792,0.22322
0.013891,-0.34116,0.036414,0.11208,0.79186,-0.023142,-0.51023,0.12739
-0.097372,-0.28334,-0.0055967,0.14229,0.86182,0.22466,1.0178,0.25102
-0.61282,0.51727,0.14024,0.015853,0.1517,-0.70674,3.0491,-0.27829
-0.32041,0.55376,-0.16747,0.033146,-0.20046,-1,0.43521,-0.26813
5.818,1.4064,0.26331,0.556,-0.18434,1.5787,1.1764,0.69805
30.938,10.389,2.3659,5.34,1.2739,11.784,9.8292,3.2786
22.633,6.8569,1.1203,3.5664,0.53541,7.3946,6.6717,2.1035
14.827,3.4742,0.7156,1.4965,0.071631,4.225,2.6518,1.1438
10.717,1.8977,0.68955,0.87763,-0.034472,3.0487,0.57584,0.3956
5.5268,1.6462,0.70049,0.66237,-0.042494,1.3661,-0.14139,0.37822
