-0.3101,0.1718,-0.81018,-0.14852,-0.72402,-0.35285,0.9895,-0.12267,0.40164,-0.12409,-0.028858
0.34083,-0.17851,-0.62749,0.023922,-0.014555,0.46401,0.52843,0.084709,0.69882,-0.70722,-0.035667
0.11821,0.43169,-0.42426,0.25697,0.5166,0.86296,0.46676,0.10794,0.47791,-0.31617,0.11882
0.28938,0.27716,-0.53515,-0.20953,-0.46785,0.18962,0.39293,0.084425,0.31985,-0.12271,-0.32446
0.27954,0.7006,-0.025615,0.62439,0.34797,-0.1608,-0.53237,0.051322,0.3992,0.82724,-0.068076
-0.15091,0.63288,0.013875,0.73258,0.31816,0.22512,-0.55718,0.15847,0.069638,0.83042,-0.092123
-0.27513,0.26828,0.7422,-0.1839,0.15004,-0.21254,-0.77526,0.10469,0.066783,0.53282,0.011682
-0.25785,-0.21888,1.105,-0.28028,-0.021586,0.3913,-1,-0.02236,0.22622,0.61561,0.049729
0.18568,-0.74712,1.1228,-0.6212,-0.067933,-0.30297,-0.35535,0.55492,0.047842,0.095025,0.14049
0.092749,-0.53932,0.43772,-0.56713,-0.028723,-0.5324,0.042611,0.10309,-0.11734,0.072534,-0.23391
-0.1655,-0.41129,0.5875,-0.48501,-0.30131,-0.32916,-0.12528,-0.23698,0.020206,-0.2249,0.027796
0.07028,0.056139,-0.23921,0.18526,-0.093433,-0.49055,0.041398,-0.0022732,-0.051232,-0.37171,0.35399
0.15535,-0.16565,0.0042043,-0.12812,0.065748,-1,-0.00014739,0.17499,-0.13974,-0.43951,0.092933
0.078992,-0.46422,0.69398,-0.41442,-0.075227,-0.52073,0.10346,0.037944,-0.15172,-0.35643,0.21983
0.4476,-0.7343,0.11479,-0.023998,0.79479,-0.57043,-0.55881,-0.076578,0.069685,-0.43427,-0.11641
0.43515,-0.61644,-0.40157,-0.057172,-0.12571,-0.22466,-0.36175,0.12276,-0.062677,-0.45306,-0.1161
-0.0028092,-0.18683,0.30075,-0.068601,0.21864,0.28588,-0.60377,0.38431,-0.19587,-0.36238,-0.23659
-0.21819,-0.39331,-0.80278,-0.63747,-0.19439,-0.47435,0.0078866,-0.14388,-0.12882,-0.45398,-0.035774
-0.34763,0.23586,-0.56732,0.32745,-0.43197,-0.69733,-0.34303,-0.29415,-0.23809,-0.04435,0.04949
-0.30521,0.43485,-0.36887,0.45614,0.19278,0.1579,-0.13481,-0.46247,-0.27874,-0.34961,-0.20403
-0.20651,0.89928,0.12603,0.092191,0.7268,-0.17841,0.58702,-0.11424,-0.32993,-0.21141,-0.062902
-0.13341,-0.050231,-0.59156,0.35362,0.042394,0.73042,0.53682,-0.1326,-0.21199,0.055173,-0.13354
0.066922,0.11366,-0.13704,0.69564,-0.29672,1.7638,0.61199,-0.14882,-0.44943,0.37999,0.12897
-0.18742,0.48394,0.28215,0.077173,-0.53049,0.9762,1.039,-0.21254,-0.44222,1.563,0.49472
-0.077184,0.72821,-0.12748,0.72217,-0.54158,1.9575,1.3764,0.26803,-0.44039,1.3131,0.44462
0.12391,2.6206,3.4079,2.5327,2.2908,3.2897,8.97,3.1367,3.467,2.5974,2.3105
-0.18943,3.4539,6.3175,1.9667,6.0453,2.368,8.9409,5.2318,3.4477,2.3208,2.515
-0.43824,3.8712,6.8002,2.079,9.1138,0.87202,6.3062,5.4425,1.9492,1.1893,2.2088
-0.51526,2.3295,6.3123,1.8409,8.9427,0.74291,4.8806,5.0506,1.2295,0.38852,1.1668
-0.5979,2.9347,5.9072,0.78919,8.7718,1.5791,3.9094,4.184,1.0798,0.41192,0.6401
-0.61219,3.0241,4.4182,0.48384,7.5553,1.0494,3.7162,3.1284,1.4111,0.50329,1.0575
-0.73565,2.2762,2.8662,-0.28631,5.5712,1.3228,4.5913,3.1368,0.77815,-0.051564,0.57694
-0.81076,1.8821,2.5288,0.83647,4.3774,1.5781,4.797,2.9843,0.37059,0.39017,0.64218
-0.78103,1.1696,3.3676,0.45656,4.7289,0.61158,3.3812,2.2554,0.31169,0.49471,0.39395
-0.76765,1.3091,2.2087,0.56644,5.3266,0.36936,3.2451,1.6918,0.031242,0.16845,0.11063
-0.92231,1.1227,3.4546,0.99864,3.9028,0.30709,3.4956,1.4695,-0.24324,0.035301,-0.34036
-0.86071,1.6942,3.1628,0.046767,3.4801,0.62259,2.6697,0.53584,-0.27119,0.63501,0.098021
-0.86638,0.97668,1.9139,0.27046,2.3318,0.18698,2.6961,0.58604,-0.45311,-0.35191,0.20663
-1,1.2855,2.6248,0.3273,2.734,0.71951,2.3808,0.98317,-0.48268,0.056514,0.07314
-0.90199,0.53642,1.7778,0.12262,2.2801,-0.064587,2.0264,0.25759,-0.50174,0.036484,0.17516
-0.87065,0.57232,2.3058,0.37714,4.9256,-0.73073,2.1573,0.71204,-0.56726,0.10811,-0.22281
-0.70186,0.6717,1.0666,0.13495,3.8797,-0.49148,2.1206,0.19131,-0.58821,-0.23429,-0.19352
-0.78797,0.48013,1.5764,0.59197,2.4641,-0.0090989,2.2511,0.43742,-0.80143,-0.015238,-0.14218
-0.68775,0.33497,1.2653,0.69852,2.6387,-0.42923,2.8137,0.5066,-0.82946,0.0042062,-0.21479
-0.61174,0.29361,1.3579,1.0548,2.1825,-0.3743,2.0515,0.73496,-0.74454,-0.55079,-0.48068
-0.59352,0.2717,1.3705,1.4126,2.4834,-0.13366,1.7892,0.55992,-0.86381,-0.38331,-0.21924
