-0.80361,0.12187,-1,-1,0.39215,-0.48275,0.14061,-1,-1
-0.16594,0.19728,0.72059,0.036192,-0.45736,-0.4767,0.29262,-0.42792,0.86251
0.092594,-0.2372,1.13,0.2332,-0.33569,-0.18094,0.068702,-0.30352,0.70323
0.065673,-0.69075,0.56999,-0.11857,-0.44908,-0.56094,-0.17083,-0.68075,0.41451
0.12371,-0.091944,-0.19028,0.022202,0.15193,-0.07091,-0.48936,-0.19731,-0.29877
-0.16454,-0.21482,1.1381,-0.074229,0.16422,-0.080177,-0.59119,0.20898,-0.19653
-0.3922,0.029165,0.014864,-0.30755,-0.061123,-0.37131,-0.68184,-0.27221,-0.14906
-0.20912,0.2066,0.026842,0.2019,-0.584,-0.33579,-1,0.48987,-0.32716
-0.096731,-0.01922,-0.2286,0.41439,-0.35352,-0.21512,-0.86435,0.49781,-0.44537
-0.26209,0.29258,-0.65322,0.24129,-0.43079,0.2861,-0.95902,-0.019714,-0.37521
-0.16897,0.16472,-0.73492,0.14648,-0.35866,0.26475,-0.72284,-0.013465,-0.25368
-0.11031,0.35538,-0.29626,-0.055246,-0.35979,0.14486,0.27977,0.76244,-0.25669
-0.36396,-0.22422,-0.27537,0.017528,-0.0069773,0.02135,0.83361,0.90595,-0.0046922
-0.45467,-0.067896,0.41366,0.024426,0.50727,0.48407,0.10143,1.0964,-0.077963
0.060445,0.33894,-0.34319,0.19,0.65541,0.3772,-0.60909,0.35625,-0.33006
0.18918,-0.30284,-0.20853,-0.35055,0.52873,0.37507,0.9549,-0.13604,-0.0060047
0.14072,-0.43646,0.1214,0.028902,0.68945,0.17225,2.8834,0.048409,0.57443
0.38908,0.51185,0.23637,0.17663,0.76677,0.08688,2.145,-0.32051,0.28661
0.22027,0.36857,0.50891,0.047659,0.48513,0.52701,1.0003,-0.17151,0.16918
-0.05545,-0.26542,0.022863,0.16889,0.33973,0.38047,0.18909,-0.1675,0.3926
0.33106,-0.041713,-0.42715,0.097846,-0.36324,0.27032,-0.29105,-0.22354,0.63276
0.68044,-0.0093818,-0.16011,0.12698,-0.34745,-0.011383,-0.58938,0.111,0.092883
0.51575,-0.007583,-0.38364,-0.26946,-0.38275,-0.14572,-0.9233,-0.31638,-0.037166
0.43868,0.022515,-0.0023268,0.0010791,-0.19036,-0.45858,-0.99719,-0.22676,-0.37037
0.66061,-0.09709,3.0487,0.57818,0.063591,1.2174,0.44627,2.9417,-0.28931
4.2976,1.3407,36.31,10.225,4.7376,21.243,7.1882,24.139,-0.048348
4.0525,2.6082,51.2,21.804,9.18,35.998,15.445,31.381,-0.3627
3.8557,3.5204,50.755,28.454,9.7637,39.85,21.11,31.959,-0.4868
3.2959,3.7424,50.592,31.785,12.3,40.698,23.164,31.5,-0.35869
3.0608,3.2777,47.607,31.747,13.31,40.582,22.516,29.439,-0.17178
2.6427,3.1768,44.426,31.673,14.7,37.677,23.434,27.397,0.20191
2.4188,2.9044,33.817,31.062,16.745,36.053,22.886,24.681,0.00025004
2.4211,2.6582,29.383,28.416,17.412,33.669,22.211,23.059,-0.21324
2.1344,1.6981,28.662,24.397,17.218,31.973,21.499,21.92,-0.15038
1.7772,1.231,29.485,21.079,14.606,29.584,19.725,20.849,-0.11081
1.74,1.0605,28.868,20.433,15.307,26.952,18.004,21.051,-0.014291
1.5419,0.94301,27.757,20.645,13.513,26.236,16.771,21.221,0.32313
1.465,1.1171,28.792,19.696,13.985,24.66,15.624,18.533,0.28183
1.2509,0.90407,28.277,19.064,14.256,23.135,16.16,16.226,0.24553
0.98439,0.50265,26.873,17.717,15.285,22.656,17.021,15.476,0.62226
1.1436,0.32468,22.963,15.089,14.818,22.578,18.367,14.213,1.2777
1.1095,0.52288,19.845,14.249,14.284,20.458,18.496,13.334,1.5754
0.93612,0.83619,13.743,14.048,15.799,17.061,16.866,13.938,1.9884
0.87691,0.49967,12.775,12.67,15.739,15.413,15.113,14.298,1.719
0.75333,-0.064292,12.774,12.223,13.66,14.059,13.9,13.115,1.71
0.85462,0.48218,15.721,11.23,15.131,12.641,11.863,12.071,1.6703
0.55809,1.111,13.495,9.0178,17.024,12.966,11.461,13.268,1.3538
0.61694,-0.16654,15.06,8.3146,17.853,13.22,10.741,14.303,1.9518
0.98421,0.38476,15.78,6.9589,17.622,12.891,10.426,14.044,2.0362
1.0568,0.72349,15.62,6.4075,18.188,12.323,10.39,14.07,1.4027
1.0398,0.84046,10.387,3.7756,13.651,8.3059,7.2517,9.0713,0.46756
0.26929,-0.031078,6.5467,1.8128,8.8935,4.976,3.7603,4.4296,0.095994
-0.33691,-0.060603,4.6425,0.78204,6.7277,2.9873,2.356,2.6809,-0.13278
-0.52139,-0.19198,4.0305,0.32438,6.1357,2.4542,1.8303,1.5984,-0.19128
-0.57964,-0.2413,3.1663,0.088159,6.1054,2.2759,0.89238,1.2517,-0.26365
-0.80861,0.17064,3.6468,-0.3644,5.8978,1.9828,0.19957,0.98586,-0.2393
-0.92857,-0.26467,3.2597,-0.305,5.8537,1.547,0.21501,0.38855,-0.068694
-0.89189,-0.5015,3.5752,-0.57142,6.0778,1.4626,0.057342,0.19004,-0.17346
-0.71689,-0.50829,2.9722,-0.46801,5.3236,1.1752,-0.094283,-0.18752,-0.29385
-0.7196,-0.44477,2.1719,-0.63642,4.9873,0.48328,0.24663,0.16281,-0.47714
-0.89791,-0.55325,2.0287,-0.78647,4.6788,0.80733,0.13753,0.12713,-0.49696
-1,-0.53248,1.8951,-0.52923,4.6928,0.44226,0.25225,-0.2432,-0.52593
-0.80784,-0.75642,0.94062,-0.85176,4.4998,0.42779,0.10418,-0.31013,-0.52665
-0.69091,-0.42299,1.3467,-0.73429,4.3075,0.23505,0.33164,-0.038117,-0.6928
-0.70042,-0.64671,0.92325,-0.56,3.7833,-0.12569,-0.0046894,-0.094016,-0.6059
-0.79527,-0.36216,1.3366,-0.68743,3.4486,-0.50034,-0.10445,-0.18736,-0.7065
-0.82365,-0.38678,1.184,-0.47769,2.9882,-0.30819,-0.25488,-0.45832,-0.50493
-0.84043,-0.55197,0.86686,-0.70815,2.0227,-0.55846,-0.39413,-0.45657,-0.70859
-0.74207,-0.49831,0.55281,-0.28279,1.9644,-0.59644,-0.51202,-0.59925,-0.52188
-0.6014,0.25718,0.74345,-0.31745,1.6107,-0.60403,-0.47982,-0.090422,-0.39327
-0.66051,-0.30414,0.51061,-0.11927,1.3452,-0.34695,-0.58778,-0.68922,-0.3591
-0.57972,-0.36595,0.19178,-0.46749,1.6415,-0.57772,-0.37556,-0.15593,-0.41702
-0.41138,-0.37795,0.50808,-0.3698,1.0049,-0.84804,-0.29772,-0.40209,-0.33796
-0.34758,-0.60517,0.16069,-0.30207,0.99993,-0.4385,-0.25617,-0.24623,-0.46235
-0.31846,-0.55283,-0.19713,-0.32459,0.60457,-0.59257,-0.47331,-0.1728,-0.50529
-0.090277,-1,-0.23278,-0.16251,0.46029,-0.43848,-0.43858,-0.30967,-0.2783
-0.020205,-0.37078,0.30925,-0.22222,0.090515,-1,-0.4111,-0.38481,-0.27586
-0.079896,-0.76036,0.55685,-0.11709,-0.028776,-0.85352,-0.25331,0.030177,-0.20198
-0.22866,-0.51839,-0.040406,-0.26238,-0.4904,-0.40359,-0.1339,0.054329,-0.2103
-0.24443,-0.16843,0.46814,-0.17644,0.24574,-0.29315,-0.19176,-0.31825,-0.25872
-0.20441,-0.59965,0.20645,0.12807,0.34733,-0.58967,-0.096607,0.099084,-0.05903
-0.15562,-0.46208,-0.0056484,0.064834,-0.10688,0.030569,-0.15523,0.071731,-0.16741
-0.23846,-0.60637,-0.050295,0.093188,0.081517,-0.073239,-0.20579,0.31638,-0.30074
-0.074272,-0.53875,0.055178,0.33187,-1,0.016966,0.12653,-0.13476,-0.11261
-0.049865,-0.14606,0.094431,0.19986,-0.80895,-0.20382,0.12244,-0.056715,-0.075872
0.10966,0.44081,0.050389,-0.077771,-0.76099,0.31434,0.19433,0.18165,0.076464
0.097409,0.26493,0.024663,0.14186,-0.84215,0.37303,0.14474,-0.013438,0.23063
0.1766,0.19611,0.35399,0.11596,-0.90115,-0.02466,0.20228,0.20114,-0.013581
0.25528,0.14447,-0.017599,0.0053424,-0.77274,0.30322,0.33938,0.058189,-0.10905
0.19202,0.24033,-0.094716,0.0080662,-0.81535,0.49441,0.16876,0.1483,-0.03741
-0.1221,-0.092008,-0.2986,0.26898,0.36414,0.40247,0.2281,0.12665,-0.0526
-0.1798,0.11722,-0.013908,0.030782,0.25544,0.61373,0.28118,0.1753,0.021078
0.061896,0.43472,-0.33851,-0.10718,0.092456,0.42786,0.0033108,0.032499,0.0027471
0.18652,0.55087,-0.020182,0.047781,0.70628,0.32465,-0.0082912,-0.32302,0.15047
-0.014227,0.60843,0.27352,-0.13392,1.0112,0.10405,0.23525,-0.44569,0.2168
-0.40919,0.60356,-0.19685,-0.10665,0.46803,0.37421,0.0922,-0.68368,0.07913
-0.1852,-0.033027,0.485,-0.18626,0.18728,0.1776,-0.19352,0.31406,0.10902
0.13675,-0.11034,-0.33698,-0.33818,0.38524,0.042955,-0.29164,0.55375,0.26531
0.099901,0.19785,0.04226,0.25528,0.23437,-0.72138,-0.18146,0.13626,0.17612
-0.10665,0.098557,-0.23024,0.053975,0.050936,-0.72716,-0.26136,-0.26601,0.31579
