-0.35462,0.2895,-0.79531,0.70203,0.06728,0.29876,0.90054,0.75952
-1,-0.81363,-1,1.0009,-0.03472,0.16101,-0.38292,0.49256
0.26755,-0.80111,-0.58859,0.7569,0.32699,-0.41981,-0.93577,1.0161
-0.11537,-0.91901,-0.38959,0.46456,0.46518,0.032737,-0.34806,1.9116
-0.26745,-0.68942,0.78071,0.65447,0.14627,-0.10292,0.020563,1.2329
-0.56194,-0.74035,1.1733,0.65267,-0.051585,-0.47973,0.5465,0.28267
-0.57117,0.030362,1.9187,0.47389,-0.071009,-0.26435,0.37976,-0.47567
0.041071,2.0307,0.89563,0.40702,0.42188,-0.10838,-0.27406,-0.52043
0.77959,2.8924,0.32851,0.36823,0.34006,0.42036,-0.025809,-0.37757
0.6361,2.07,-0.14102,-0.065424,0.10472,-0.07745,0.59762,-0.41236
-0.013907,0.82835,-0.040751,-0.05604,-0.0057845,0.72164,0.34607,-0.017492
0.32643,0.47522,-0.47209,-0.24651,-0.064372,1.2588,0.23903,-0.062237
0.85122,-0.18755,-0.57619,-0.21047,-0.074166,0.82156,0.38826,-0.15351
1.3715,-0.76624,-0.38161,-0.44835,-0.032788,0.79024,0.35824,-0.70686
1.1126,-1,-0.6085,-0.59288,-0.14266,-0.22313,0.23083,-0.65937
-0.077825,-0.42974,-0.32836,-0.59835,-0.31673,0.046493,-0.18885,-0.79541
-0.67597,-0.55265,0.37823,-0.6494,-0.2257,-0.0099368,-0.14356,-0.97604
-0.36451,-0.41098,-0.014601,-0.28586,0.2445,-0.57513,0.087924,-0.67272
-0.45144,-0.53819,-0.20332,-0.07646,0.10088,-0.86699,-0.059244,-0.30835
-0.64394,-0.43106,-0.23062,-0.41012,-0.039463,-1,-0.58608,0.17499
-0.39811,-0.092741,0.028801,-0.79877,-0.28106,-0.12148,-0.43369,0.081496
0.19744,-0.3771,0.3167,-1,-0.30883,-0.046002,-0.43716,-0.094209
0.18099,-0.28061,0.017036,0.055535,-0.3087,0.20096,-0.16469,-0.00057121
-0.26824,0.41393,-0.067109,-0.097548,-0.2602,-0.45722,-0.11544,0.281
-0.019203,0.32441,0.073802,-0.095371,-0.15584,0.67114,-0.10661,-0.035003
4.6005,8.3386,7.5855,3.2757,3.537,15.686,8.876,5.4935
6.0169,7.155,9.4807,5.9149,4.5441,22.847,13.681,6.815
4.7895,3.7781,6.7613,6.8175,3.9402,20.023,12.25,6.3087
3.9644,1.9871,4.9839,5.4789,3.2477,16.411,11.044,6.8926
3.7552,1.4581,4.0574,4.6958,2.6838,14.196,9.3226,6.2351
2.6237,1.226,2.81,3.7363,2.0034,11.391,5.6307,4.956
1.2255,1.2198,2.2515,2.7657,1.7661,8.1282,4.0634,2.4422
0.52643,1.6477,1.9396,1.8524,1.1202,5.3808,2.7538,0.86957
0.11957,1.5898,1.189,1.4823,0.6801,5.6798,2.0339,0.56085
-0.1752,1.5179,0.92511,1.6537,0.50515,4.5275,1.5649,-0.22207
-0.49218,1.7939,0.86465,1.6011,0.60155,2.7494,1.7756,-0.090499
-0.59186,1.2902,0.84524,2.0073,0.19574,2.7725,1.4029,-0.77689
-0.65931,1.5735,0.82245,1.8544,0.32284,2.9028,1.0341,-0.48726
-0.32697,1.0518,1.1867,1.0221,0.34444,1.4875,0.47739,-0.58264
0.073004,1.1059,0.92813,0.88622,0.31145,2.1297,0.20752,-0.64451
0.018556,1.3109,0.98041,1.1289,0.10114,1.682,-0.22849,-0.95804
0.062269,1.6451,0.61291,0.73362,-0.046602,1.3005,0.88908,-0.34003
0.020443,1.4715,0.74719,1.0955,0.1877,1.8081,1.1861,2.3703
0.0019434,1.2289,1.0112,1.0324,0.056984,1.0031,1.1373,4.0828
0.1794,1.0337,1.4065,0.37108,-0.10203,1.1582,1.4214,2.8408
-0.01136,1.0613,1.0626,0.33645,0.17542,2.9986,0.94204,1.332
-0.064509,0.77921,0.64262,0.69328,0.067902,2.5993,1.139,0.76364
-0.15416,0.87082,0.72958,0.99397,0.09637,0.97392,0.17351,-0.45778
-0.077154,0.93141,1.1549,1.8199,0.091808,1.5358,0.09853,-0.82118
-0.057662,0.74082,1.0167,1.569,0.61185,1.8045,0.40373,-0.21581
2.4021,4.4748,3.4189,1.1228,1.5479,6.2407,3.3212,4.1541
3.3296,8.2774,4.0857,0.7171,1.4001,14.408,5.6655,11.586
1.5207,3.8411,1.764,0.86582,0.44249,12.094,4.1387,11.733
0.60797,2.7328,0.80076,0.26686,-0.06031,6.748,4.0195,10.146
