-0.23499,-0.62632,-0.23653,-0.84542,-0.49434,0.87898,0.023217,-0.34674
-0.051936,-0.62247,-0.17914,-0.89484,-0.72678,1.385,-0.056361,-0.48861
0.31027,-0.039704,-0.12134,-1,-0.74189,0.8305,0.1596,-0.24658
-0.18598,0.39136,-0.1356,-0.57614,-0.55316,0.6178,0.32172,-0.25443
-0.31324,0.77455,-0.021498,-0.76747,-0.25051,0.77558,0.47298,0.093102
-0.34078,0.66968,-0.089493,-0.41408,-0.35221,0.44809,0.16652,0.023141
-0.2884,0.27076,0.071854,-0.10394,-0.21436,0.90871,0.12917,0.19012
0.13668,0.21311,0.051185,-0.15201,-0.19648,0.25033,0.043085,-0.23417
0.198,0.15709,0.125,0.012578,-0.17238,0.35314,0.032658,0.02918
0.26898,0.25394,0.19981,0.30402,-0.01411,-0.032592,-0.065984,0.19349
0.29044,-0.039469,0.23856,0.48199,0.20811,-0.67266,0.0079751,0.15194
-0.17705,0.067361,0.2119,0.47323,0.20568,-0.4979,0.00026461,0.068575
-0.023832,0.068741,0.038354,0.53911,0.24315,-0.14122,0.15113,0.098427
-0.010659,0.37609,0.14516,0.090309,0.1587,-0.36873,-0.13228,-0.019679
0.31094,0.049639,0.20821,0.38419,0.19889,-0.25855,-0.22456,-0.052991
0.026521,-0.1572,0.31844,0.19849,0.37489,-0.2483,-0.34205,-0.24466
0.161,0.10894,0.28471,-0.22051,0.3428,-0.47549,-0.19169,-0.1755
0.3821,-0.28904,0.27208,-0.057154,0.55043,0.034745,-0.14067,0.012435
0.26412,-0.4259,0.12627,0.3796,0.35336,-0.093572,0.15571,0.2499
0.14588,-0.41438,0.046629,0.31923,0.18285,-0.98612,-0.053663,0.027278
-0.32624,-0.029404,-0.099855,0.54106,0.2211,-1,-0.18396,0.36015
-0.47196,-0.30137,-0.3836,0.4606,0.1851,-0.91657,-0.087496,0.30452
-0.087594,-0.37511,-0.51432,0.23167,0.33439,-0.48843,-0.088356,0.089499
0.017711,-0.080909,-0.55676,0.61548,0.15678,-0.30272,-0.096964,0.1716
0.32227,0.78626,-0.45281,0.39984,0.3112,0.40206,0.16679,0.14135
4.2978,2.7027,0.70693,2.6397,2.531,4.702,2.2883,0.52343
6.4241,3.2058,1.0147,3.8513,3.4367,6.3901,2.784,0.57846
7.188,3.3614,0.96143,4.2218,3.7169,6.6599,3.0401,0.5555
6.9671,3.3255,0.80674,4.3978,3.7589,5.9803,3.2411,0.47023
6.846,3.1627,0.49539,4.3968,3.8554,5.3937,3.3031,0.29665
6.903,2.9918,0.57118,4.0269,3.9449,4.8511,3.1989,-0.0049334
6.7411,3.0373,0.42148,3.9241,3.997,4.1768,3.1006,-0.020059
6.7242,2.4803,0.33189,4.0344,3.996,4.1372,3.0246,0.13579
6.5394,2.2078,0.3844,3.9757,3.9576,4.0152,2.8089,0.11931
6.5048,2.0591,0.39122,4.1994,4.024,3.8337,2.8727,0.18254
6.1655,2.1028,0.26691,3.8758,4.0379,3.2319,2.896,-0.20882
5.7589,1.7481,0.29661,4.047,4.0659,3.4744,2.744,-0.27196
5.6033,1.8212,0.2048,3.7883,4.1136,3.2526,2.7769,-0.26764
5.5251,1.4623,0.22422,3.8472,4.2154,3.5211,2.6352,-0.25332
5.6046,1.2568,0.16409,4.0754,4.1916,3.6786,2.5533,-0.03617
4.8573,1.5124,0.013897,3.2942,4.2555,3.6229,2.5689,-0.33282
4.8985,1.2803,0.11264,3.7422,4.1751,3.6558,2.5637,-0.514
4.7052,1.4554,0.038601,3.739,4.2597,3.7054,2.4184,-0.35303
4.6728,1.2511,0.015332,3.3686,4.0492,3.8334,2.4357,-0.52918
4.5692,1.0484,-0.061358,2.8582,3.9796,3.8767,2.6455,-0.37209
4.4122,1.1509,0.021355,3.1397,3.9666,3.6451,2.9044,-0.38119
4.334,1.2916,0.049145,2.6078,3.9954,4.1499,3.2059,-0.52409
4.2072,1.0564,0.040816,2.3556,3.849,3.943,3.0815,-0.31046
4.0429,1.1075,-0.036947,2.1608,3.8307,3.9382,2.7831,-0.47675
4.095,0.80697,-0.010303,1.9753,3.8873,4.1424,2.1685,-0.34896
3.3139,0.52667,-0.16033,1.9785,3.6227,3.5877,1.5448,-0.74265
2.9834,0.4079,-0.31244,1.2837,3.1665,2.5305,0.83725,-0.87827
2.7706,0.18558,-0.39236,1.0378,2.5406,1.3632,0.33852,-0.71514
2.2707,-0.30106,-0.5819,1.0254,2.1246,0.46448,0.32451,-0.8356
1.6727,-0.51898,-0.53169,0.88907,1.8118,-0.067002,0.36619,-0.6798
1.0179,-0.88533,-0.65389,0.54553,1.5313,-0.36028,0.48748,-0.63657
0.54571,-1,-0.71586,0.25164,1.3004,-0.23486,0.65706,-0.60377
0.016192,-0.9924,-0.77065,0.24272,1.0251,-0.46041,0.59174,-1
-0.44638,-0.60477,-0.79159,0.056631,0.61671,-0.26672,0.60038,-0.75942
-0.62029,-0.39985,-0.83658,0.21535,0.37554,-0.36444,0.7777,-0.85555
-0.59968,-0.52754,-0.74355,0.12468,-0.035394,0.33377,1.0969,-0.78956
-0.061476,-0.22501,-0.89814,0.36216,-0.24154,0.67165,1.3361,-0.69793
-0.15872,-0.41877,-1,0.23774,-0.40021,1.1482,1.1701,-0.51657
-0.52538,-0.50064,-0.91296,0.20923,-0.33693,1.8817,0.88622,-0.34543
-0.70518,-0.77212,-0.91634,0.21412,-0.61124,1.6124,0.86901,-0.18027
-0.61103,-0.5842,-0.70293,0.23604,-0.7844,1.7425,1.494,-0.31169
-0.045789,-0.27898,-0.45194,0.31244,-0.91401,2.0339,1.7778,-0.12597
-0.23428,-0.38969,-0.32204,-0.070256,-1,2.2238,1.4485,-0.40479
-0.13807,-0.27311,-0.14703,0.11,-0.86413,2.0079,1.0851,-0.56988
-0.079301,-0.079213,-0.19638,-0.3197,-0.60306,2.1934,1.1085,-0.55304
-0.32386,-0.21308,-0.15536,-0.37112,-0.50822,2.1539,1.7667,-0.45279
-0.3219,-0.16198,-0.046625,-0.43506,-0.4089,2.2059,2.3875,-0.43185
-0.36369,-0.003792,0.11711,-0.54047,-0.31578,2.3302,2.4559,-0.11928
-0.65093,0.37036,0.3754,-0.30381,-0.48881,2.7844,2.0727,-0.22834
