2.0614,-0.1804,-0.49462,-0.24708,0.1804,-0.12777
0.51572,-0.012933,-0.36382,0.12999,0.30623,0.55057
-0.091965,-0.41253,-0.26682,0.56321,-0.11599,0.62939
0.21122,-0.35712,-0.48394,0.048307,0.31461,0.46864
-0.43597,0.33646,-0.27237,0.10131,-0.022681,0.83541
-0.0023868,0.46594,-0.28262,0.056014,-0.66692,0.21828
-0.2504,0.24842,-0.42303,1.0605,-0.58064,0.17657
-0.098289,0.0429,-0.46663,-0.028488,-0.37572,-0.0018846
-0.14619,-0.031541,-0.31748,-0.29179,0.71315,0.35839
-1,0.014423,-0.37035,-0.15647,0.80914,-0.17116
-0.70381,0.067065,-0.37215,-0.76642,0.26778,-0.4033
-0.52044,0.39415,-0.3636,0.35168,0.22763,-0.28004
-0.41907,0.86204,-0.421,0.17639,-0.086982,-0.85072
-0.52285,0.35997,-0.17082,-0.12711,0.094432,-1
0.049506,0.37468,0.042648,-0.43433,0.061698,-0.53032
0.53638,0.22215,0.31204,-0.19458,-0.74176,0.15276
0.67415,0.016681,0.53005,-0.31541,-0.54703,0.067733
0.69312,-0.15765,0.47718,-0.25451,-1,-0.26036
0.41384,-0.0081372,0.54808,-0.45891,-0.14582,-0.031606
0.43675,-0.32074,0.59576,-0.079201,-0.012492,-0.12004
-0.0779,-0.74886,0.51784,0.41096,0.036675,-0.37355
-0.24291,-0.24982,0.52513,0.096894,-0.14355,-0.50929
-0.58777,-0.43187,0.74347,0.28809,0.4028,0.41091
-0.49211,-0.49331,0.77703,0.070943,1.025,0.79139
-0.41119,0.69955,0.97399,0.98215,1.8877,0.4306
4.6734,6.1412,2.8786,6.2195,6.2877,3.2024
8.3226,8.3794,3.4005,7.5287,10.224,3.5719
10.372,9.3475,3.1695,6.5228,11.177,3.2338
9.6562,9.0727,3.0187,5.7255,10.764,3.4609
9.402,8.5237,2.6584,5.0348,10.727,3.0502
7.6749,8.4788,2.493,4.6027,10.85,2.5872
8.0893,8.1365,2.2177,4.972,10.486,2.4809
7.2494,7.6121,2.0866,5.0739,9.6789,2.4451
6.6052,7.2973,2.3616,4.7988,8.9468,2.1952
6.9756,7.1926,2.1613,5.0437,9.475,2.0863
5.9922,6.8844,2.2303,5.4065,8.5611,2.4826
