-0.051012,0.34661,0.5096,-0.36899,0.70347,0.24041,0.50177,-0.64525,-0.41995,-0.42087,0.34593
-0.62113,0.3455,-0.071797,-0.025323,0.16147,1.1598,0.66826,0.3002,0.66599,0.26067,0.17742
-0.77057,-1,0.020343,0.41646,-0.021328,0.63202,0.5355,0.57968,0.2305,0.29493,0.31069
-0.91305,-0.42826,0.19191,0.34556,0.26317,0.036521,0.16415,-0.1626,-0.32877,0.15441,0.18168
-0.43967,0.38,-0.27401,0.55811,0.064199,-0.12959,-0.048247,-0.17643,-0.13676,-0.017781,0.026694
-0.46015,0.68795,-0.19488,0.37797,-0.24761,-0.35164,-0.44808,-0.53797,0.00060978,-0.054329,-0.27528
-0.66153,0.43328,0.51084,-0.094379,-0.23187,0.46485,-0.42319,-0.37317,0.18976,0.34336,-0.34573
-0.64748,0.087969,0.97076,0.038477,0.43185,-0.18977,-0.65418,-0.031387,0.024722,0.078833,-0.37752
-0.83236,0.040741,-0.24489,-0.78769,-0.2305,-0.012183,-0.45724,0.26188,-0.033775,0.11545,-0.39872
-0.39312,0.15696,-0.36701,-1,-0.051279,-0.011916,-0.20516,0.044328,-0.03908,0.28345,-0.55834
3.7449,-0.7269,-0.20135,-0.75445,-0.29826,-0.068709,0.0058832,-0.032599,-0.13003,-0.049247,-0.48774
4.6048,-0.24961,-0.46029,-0.59194,-0.051227,0.1389,-0.077472,0.29212,0.017763,-0.18596,-0.65818
2.6912,-0.2853,-0.68528,-0.24228,0.11386,-0.13502,-0.25394,0.21618,-0.14061,0.44134,-0.74842
0.85581,-0.25593,-0.87581,-0.06363,-0.28499,-0.29659,-0.22646,-0.13006,-0.072167,0.13651,-0.81867
0.025074,-0.20091,-0.49791,-0.079157,0.47253,-0.07693,-0.45021,0.47774,-0.24735,-0.19819,-0.64269
-0.66904,-0.41183,0.04918,0.098795,-0.27281,-0.24028,-0.26052,-0.26476,0.26217,-0.27065,-0.17691
-0.41835,-0.27897,0.41766,0.17401,-0.69606,-0.30103,-0.17353,0.19328,-0.010535,0.13053,0.94598
-0.77317,-0.20915,-0.45087,0.26015,0.20588,-0.47677,-0.13526,0.51833,0.18021,-0.2436,1.7117
-1,0.2704,-0.25669,0.16613,0.14302,0.44328,-0.32871,0.53089,-0.10327,-0.0060908,1.7626
-0.60046,0.59735,-0.073907,0.34487,-0.052809,0.0079566,0.016182,-0.2212,-0.06945,0.034021,1.1831
-0.38856,0.1142,-0.17999,0.27329,0.48368,-0.54434,0.47356,-0.38709,-0.17997,-0.22856,0.44209
-0.9824,0.48345,-0.33071,0.31113,0.34698,-0.095401,0.64625,-0.11785,0.10645,-0.40997,-0.29345
-0.76615,0.1318,0.89883,0.1074,-1,-0.21352,0.73643,-0.16391,0.28504,0.069615,-0.5265
-0.53363,-0.02937,1.5963,0.53549,0.048628,0.019959,0.3942,-0.17034,-0.051485,-0.25786,-0.7797
-0.24407,1.156,2.6754,1.1329,0.79708,-0.011043,1.0703,0.224,3.3339,0.087162,-0.73293
