0.47993,-0.32993,0.37793,-0.64701,-0.75457,-0.064221,0.1655
0.22207,-0.064574,-0.7222,-0.73289,0.564,0.06352,0.022518
-0.16926,0.46868,-0.3742,0.054808,0.063978,-0.036887,-0.028754
0.027998,-0.050639,-0.34201,-0.24286,0.48687,-0.27153,0.12845
-0.50432,0.17302,0.39101,-0.58168,0.41383,0.09449,0.0025563
-0.58174,0.49367,0.25211,0.4834,0.40034,0.097442,-0.084113
-0.20144,-0.31467,0.47933,0.23897,0.11487,0.40587,-0.20458
-0.029836,0.11155,0.28037,-0.15136,-0.18567,0.022823,-0.14509
-0.16807,0.40092,0.68719,0.065937,-0.44315,-0.019263,-0.18459
-0.11877,0.069946,0.067241,0.51256,-0.35064,-0.14143,-0.29967
-0.53799,-0.22662,0.11217,0.78903,-0.68805,-0.035943,-0.13991
-0.12589,0.034115,0.33096,1.0656,-0.42688,0.0040479,-0.11498
-0.21976,-0.078638,-0.45212,0.28078,0.27372,0.1004,0.13379
0.40962,-0.0024511,-0.75593,0.033421,0.085573,-0.043692,0.097599
0.35686,0.35443,-0.24236,-0.13185,0.19058,-0.010792,0.035141
0.12539,0.21402,-0.26099,-0.18544,-0.010272,0.10458,0.19425
0.24542,0.26019,-0.17902,0.05054,0.23398,-0.0063206,0.19265
-0.36119,-0.68753,0.58778,-0.52246,-0.071726,-0.15082,0.14632
0.33507,0.031683,-0.05772,0.41382,-0.39976,-0.14184,0.076787
0.034376,-0.55061,-0.58049,0.79226,-0.021335,-0.029801,0.10343
0.88517,-0.19018,-0.60693,0.53563,0.31053,-0.16318,-0.018671
0.19599,-0.20404,-0.068699,-0.45475,0.25172,0.029474,0.0073454
-0.10201,0.27131,0.62588,-0.77034,-0.0063799,0.067518,-0.053879
-0.19761,-0.18366,0.45069,-0.89618,-0.03156,0.12555,-0.032093
0.24942,-0.47204,-0.28121,0.043867,0.25198,-0.07585,-0.15165
1.5552,1.2449,0.35647,2.0838,1.9881,0.45535,-0.0077391
1.0969,0.88404,0.36258,2.5037,2.31,0.71698,-0.17621
0.70638,1.3233,1.5571,3.1449,1.5321,0.39094,-0.20955
0.49274,1.0462,0.31623,3.2967,1.1974,0.11306,-0.30918
1.4765,0.1113,0.089732,2.2243,0.99869,0.029347,-0.41231
1.516,0.071413,0.74921,1.7595,0.78475,-0.014983,-0.28579
1.1354,-0.4044,0.37993,1.2551,1.0009,-0.38095,-0.44244
0.74435,-0.56777,0.13033,0.77551,0.79314,-0.19773,-0.39189
0.28686,-1,0.024708,1.002,0.53655,-0.1873,-0.54472
1.4822,-0.66812,0.05183,1.4323,0.83003,-0.142,-0.75706
0.99544,-0.79259,0.20841,0.16177,0.70481,-0.42424,-0.96482
0.87771,-0.81112,0.83332,0.29345,0.88146,-0.13422,-1
0.39993,-0.59338,0.33194,0.40624,0.70742,-0.28406,-0.84202
0.38417,-0.68068,0.69801,0.19733,0.70068,-0.29357,-0.70627
0.61074,-0.68379,-0.18426,0.2366,0.78389,-0.31199,-0.8091
-0.26021,-0.93662,0.056601,0.35455,0.22007,-0.51941,-0.95666
-0.62614,-0.2773,0.57599,-0.21415,0.028467,-0.616,-0.86432
-0.25647,-0.83958,1.1956,0.38312,-0.087248,-0.48783,-0.8251
-0.70051,-0.79376,0.6608,-0.71024,0.1499,-0.40112,-0.79423
-0.72927,-0.97253,0.046309,0.046058,0.15996,-0.40187,-0.39895
0.63534,-0.437,1.7599,0.16565,0.144,-0.23543,0.054356
1.9303,-0.54897,1.6138,0.79928,-0.45367,-0.23491,0.19224
1.1998,-0.29724,0.80004,-0.25453,-1,-0.35087,-0.14197
0.98372,-0.32672,0.29957,1.1333,-0.73561,-0.31625,-0.12651
0.22993,-0.55368,0.15863,0.65635,-0.75093,-0.2664,-0.11979
-0.047979,-0.47437,-0.08608,0.17423,-0.79115,-0.63609,-0.43016
-0.17992,-0.49371,-0.19434,-0.0278,-0.71574,-0.63272,-0.38906
-0.46395,-0.026276,-0.32281,0.79125,-0.45508,-0.87834,-0.3448
-0.86958,-0.15558,-0.24011,1.0671,-0.86299,-0.83145,-0.61488
-0.73645,0.11055,-0.23137,0.21926,-0.58863,-0.85449,-0.60121
-0.57227,0.18775,-0.096163,0.54109,-0.5289,-1,-0.31228
-0.63391,1.1873,-0.66469,0.30712,-0.44638,-0.72582,-0.54434
-1,0.46657,-0.0068234,0.47354,-0.59332,-0.71346,-0.61259
-0.33614,0.49167,-0.14203,-0.0056672,-0.23596,-0.7414,-0.61367
-0.28656,0.26929,-0.22434,0.10035,-0.57634,-0.67249,-0.56828
-0.5902,0.71705,0.62871,0.8321,-0.28476,-0.88492,-0.6544
-0.49656,0.57795,-0.041957,-0.26042,-0.22049,-0.69864,-0.76882
-0.67623,0.66528,-0.39566,0.33131,-0.86345,-0.72027,-0.79109
-0.84551,0.20364,-0.52085,0.0079176,-0.56081,-0.67737,-0.64767
-0.64763,-0.12365,0.063345,0.26437,-0.25336,-0.58763,-0.33372
-0.88395,-0.70518,0.16019,-0.16496,-0.024573,-0.89496,-0.5584
-0.6412,-0.14732,0.65887,0.72264,-0.062206,-0.75207,-0.30496
-0.52263,-0.33603,-0.0079262,-0.30907,0.26598,-0.69029,0.064774
-0.5312,0.0067035,-0.26266,-0.61472,0.11264,-0.49155,-0.22789
-0.95835,-0.055611,-0.34134,-0.35539,-0.0052393,-0.6618,0.040292
-0.70694,-0.27423,-0.32012,-0.071092,-0.15157,-0.50337,0.010582
-0.74587,-0.3945,-0.26539,-0.18465,0.41385,-0.69066,-0.14087
-0.62614,-0.026944,-0.59354,-1,0.27723,-0.41169,-0.16695
-0.78516,-0.55516,0.018792,-0.016454,0.15101,-0.59301,0.19671
-0.46028,-0.16129,-0.23057,0.22882,0.21317,-0.4498,-0.038755
-0.15749,0.055587,-0.45188,0.22363,-0.11682,-0.17348,-0.056017
-0.23153,0.25203,0.16905,-0.49788,0.17688,-0.055231,-0.19855
-0.54876,-0.12301,0.16414,-0.014571,0.1682,0.15719,-0.39086
-0.35578,0.47343,0.78479,-0.68657,0.25874,0.17732,-0.25493
-0.15378,0.2438,0.86352,0.40135,0.31813,0.21944,0.22932
-0.055294,0.27768,-0.10942,0.27269,0.17956,0.35024,-0.0068898
0.15366,0.70857,0.38058,-0.15306,0.38601,0.15418,-0.3694
-0.47287,1.5285,0.071511,-0.40077,0.04049,0.18509,-0.30884
-0.20929,1.0632,0.43,0.52033,0.75362,-0.003865,0.094587
-0.54028,0.6114,-0.062786,-0.14946,0.34624,-0.088681,0.2816
0.086636,-0.46439,-0.30541,-0.067104,0.085865,0.032567,0.80652
-0.06657,-0.34234,-0.44447,-0.82054,-0.18766,-0.033171,0.39776
-0.57085,-0.71132,-0.65961,-0.42623,-0.19241,0.12108,-0.2061
-0.025437,0.19893,-0.82873,-0.013828,-0.21689,0.13143,-0.27016
-0.19769,0.10906,-1,0.17743,-0.10792,0.16275,0.14611
-0.25819,0.62948,-0.20706,0.41407,0.029598,-0.095465,0.25117
0.15154,0.34773,0.29868,-0.024184,0.21883,-0.17162,0.23962
0.5339,0.54842,-0.27217,0.08965,0.24439,-0.21697,0.013785
0.030896,-0.66996,0.48737,-0.035238,0.11569,-0.14592,-0.15988
0.13416,0.21251,0.17417,0.31371,0.19339,-0.29301,-0.13735
0.105,-0.67385,0.44903,0.65687,-0.40041,-0.029866,-0.058172
0.1129,-0.64976,0.43919,-0.076543,-0.55769,0.055647,0.25596
0.44584,-0.7285,0.1997,0.0073487,-0.52812,-0.029039,-0.3099
0.43647,-0.37558,-0.32173,-0.0053291,-0.15083,0.12055,-0.28743
0.54545,-0.60566,0.10504,-0.20662,-0.35532,0.048599,0.096078
