1.1665,-0.72314,0.34747,0.52815,0.50327,0.032736,0.27133,0.40324,0.18655,-0.024832,0.92481,0.46828,0.70821,0.24608
0.41239,-0.53997,0.010502,0.22316,0.084485,-0.0083818,-0.41483,-0.18204,-0.28451,-0.208,-0.17188,0.29604,0.59652,0.020684
-0.21842,-0.44118,-0.10641,0.25086,-0.1743,0.11437,0.11439,-0.65554,-0.19276,-0.54585,-0.0092658,0.066813,-0.36162,0.070811
-0.54519,-0.30376,0.25743,-0.14364,-0.053643,0.15312,-0.2268,-0.37131,0.16447,-0.82063,-0.35657,-0.04186,-0.28864,-0.3896
0.019171,-0.46967,0.052104,-0.37952,0.66734,-0.26661,-0.039743,-0.17559,0.43138,-0.44512,0.03155,-0.12555,-0.83201,-0.28105
-0.088151,-0.79697,-0.095194,-0.35254,-0.24699,-0.05057,0.29496,0.010597,0.45495,-0.162,-0.52494,-0.23014,-0.58866,-0.25646
-0.065162,-0.90166,0.023729,-0.6382,-0.0013683,0.016425,0.022218,0.4232,0.52317,0.38387,-0.58878,-0.3457,-0.41196,0.20523
0.16503,-0.73752,-0.29682,-0.33721,0.20519,-0.20027,0.031207,0.95146,-0.25408,0.53588,0.33583,-0.24098,0.039932,0.36329
0.18427,0.0016975,-0.52271,-0.14747,0.38237,0.098158,-0.17629,0.56535,-0.63136,0.43613,-0.45899,-0.42357,-0.35933,-0.10811
0.1181,-0.1428,-0.36626,0.16471,-0.56626,0.18134,-0.23581,0.39082,-0.19458,0.30706,-0.92494,-0.38776,0.077024,-0.61798
0.025885,-0.068906,-0.73429,0.23743,-0.54427,0.095045,0.28144,0.014746,-0.09388,0.031312,-0.22766,-0.014897,-0.29709,-0.67121
-0.41913,-0.18747,-0.12625,0.34771,-0.49552,0.058406,0.091711,0.074752,-0.35285,0.061514,-0.26654,0.081078,-0.79171,-0.40691
-0.32633,0.14228,-0.21693,0.47045,0.69089,0.014031,0.16196,-0.21887,-0.71373,0.13468,-0.84118,0.16205,-0.54311,-0.25154
-0.082108,0.18639,-0.26218,0.18683,-0.4709,-0.10957,0.1343,-0.016416,-0.77743,0.29378,-0.011919,-0.075089,-0.10058,-0.069626
0.65194,0.20109,0.21325,-0.038562,-0.33231,-0.10814,-0.22025,0.1765,-0.38016,0.16265,0.48909,-0.14126,-0.75807,0.29591
0.3133,0.7704,-0.2238,-0.096969,0.36532,-0.40533,-0.23392,-0.38802,-0.57565,-0.14811,-0.39227,-0.2957,0.42362,0.52842
0.31952,0.36485,0.31409,-0.4133,0.3927,-0.26227,-0.18171,-0.31121,-0.2823,-0.15443,0.68407,-0.30293,0.37317,0.54101
0.7191,0.85338,-0.23499,-0.22084,0.03284,-0.0090726,-0.33633,-0.086037,-0.15356,-0.042173,0.084605,-0.23414,0.6637,0.63023
0.9953,0.90737,0.20362,-0.089805,-0.1052,-0.015236,0.082262,0.029306,-0.1953,-0.087417,-0.27954,0.19033,0.60993,0.50588
-0.19364,0.46046,0.082123,0.010888,-0.26236,0.16851,-0.025525,-0.47373,0.39617,-0.22115,0.19027,0.31331,0.49199,0.31348
-0.81777,0.49306,0.12662,0.083014,-0.58258,0.26535,0.0048269,-0.21458,0.38883,-0.11909,0.8908,0.35436,0.34118,0.11493
-0.69565,0.72696,0.80054,0.031168,-0.10374,0.29445,0.047262,0.14144,0.45543,0.25862,0.52875,0.45722,0.16696,-0.018858
-0.63899,0.087848,0.59797,0.073128,0.11824,0.047429,0.29147,0.07634,0.80516,0.26683,0.5831,0.2946,0.6989,-0.42788
-1,0.11726,0.15639,0.25056,0.49678,-0.10392,0.26187,-0.1644,1.276,0.10648,0.31162,0.17551,0.14165,-0.33672
-0.16816,0.099542,0.36101,0.72645,0.22287,0.16294,-0.047256,0.59826,2.5929,0.31302,0.75229,0.13217,0.28223,-0.12676
3.7749,1.7035,3.7924,5.0268,1.3419,4.5202,1.4341,4.9129,6.7472,3.2787,2.4036,0.82119,0.88394,0.57411
