-1,1.0397
1.0197,0.4243
0.34439,0.24469
0.24269,-0.18812
-0.095729,-0.16827
-0.047936,-0.28962
-0.22749,-0.088395
-0.16664,0.20692
-0.52601,0.21679
0.17679,-0.32144
-0.0012931,0.081762
-0.15311,0.3067
-0.093917,-0.078798
0.012339,0.030242
-0.13272,0.010772
-0.8901,-1
-0.58472,-0.016049
-0.35864,0.06434
-0.30619,0.25542
0.2531,0.060613
0.99994,-0.13284
0.70915,-0.16125
0.38816,-0.34077
0.43825,-0.15672
0.17082,0.91913
1.1559,1.9617
1.8088,3.5125
2.9579,4.3935
4.2816,3.5806
4.6682,3.0059
3.8408,1.8132
3.1855,1.6664
2.3672,0.99513
1.6405,0.95739
1.6619,-0.016631
1.7904,-0.2618
1.4563,-0.67682
1.3584,0.0052072
1.4735,-0.086171
2.1782,-0.54795
2.1553,-0.65789
1.8302,-0.22224
1.2788,0.036758
0.97593,0.24333
0.54116,-0.23642
0.84144,1.3644
0.42317,1.9429
1.0408,0.86048
2.0467,2.0394
2.8461,1.1061
6.9299,8.6373
6.4756,12.052
4.5516,11.199
4.3658,8.9585
3.4526,5.6583
2.7587,4.3039
2.3516,2.7587
2.8321,1.4474
2.4823,1.2661
1.9671,1.0857
2.0353,0.4338
1.8276,0.94201
2.2341,0.58631
1.8358,0.88499
1.2347,0.49524
0.90362,-0.055247
1.182,0.19116
0.57844,-0.38857
0.72857,0.52297
0.63374,1.0604
0.17295,0.37334
0.42274,0.39186
0.026564,0.41364
-0.42966,0.91627
-0.40669,0.88259
-0.544,0.38184
-0.99049,0.62787
-0.48478,0.22561
-0.22129,0.30439
0.2936,0.086005
-0.36064,-0.38578
0.08246,-0.075939
-0.030746,-0.10177
0.10407,-0.094956
0.12777,-0.73193
0.15848,-0.33528
0.12778,-0.0093727
0.22051,-0.5842
0.33183,0.087608
0.29733,-0.050548
0.37342,0.28789
-0.16789,0.24974
0.262,-0.17667
0.23888,0.13011
-0.021239,-0.35466
-0.62184,0.37085
0.048024,0.078573
-0.0066212,0.33989
0.17312,0.18359
-0.12767,-0.33581
