-0.47742,0.3566,0.48284,0.26796,-0.64188,-1,-0.77576,0.04181,0.29698,0.39167,0.48888,0.74701,0.094963,0.28927
-0.74598,0.24365,0.33147,0.21532,-0.62385,-0.9892,-0.22108,0.29304,1.2293,0.36094,-0.13985,-0.68753,-0.39931,0.16033
-0.95354,-0.48861,0.28729,-0.0079248,-0.23495,-0.86822,-0.0060265,-0.18306,1.4177,0.09476,-0.13184,-0.76998,-1,0.046526
-1,-0.66079,-0.38744,-0.37646,-0.11822,-0.38535,-0.066766,-0.31636,0.36035,-0.28974,0.2276,0.029068,-0.53057,0.012495
-0.89968,-0.72441,-0.28366,-0.41978,-0.09069,-0.70817,0.075576,-0.5503,-0.18135,-0.33809,-0.10641,0.19338,-0.17563,-0.030765
-0.8681,-0.47923,-0.47378,-0.72439,-0.23366,-0.21477,0.048785,-0.52109,-0.86556,-0.45231,-0.37147,0.69775,-0.31889,-0.085763
-0.55907,0.21282,-0.32309,-0.8349,-0.55029,-0.25017,0.057096,-0.48729,-0.89113,-0.18395,-0.37478,0.12932,-0.81171,-0.033419
-0.55536,0.41289,-0.059298,-1,-0.28408,0.064564,-0.22617,-0.31943,-1,-0.37745,-0.011733,-0.15294,-0.010797,0.039233
-0.6307,0.48712,-0.52574,-0.80932,0.036231,-0.18293,0.055448,0.0038471,-0.89207,-0.26324,-0.57031,-0.55647,2.0298,-0.025078
-0.14051,0.24721,0.47323,-0.62236,0.0032603,-0.089389,-0.0041012,-0.34727,-0.89284,-0.40823,-0.4665,-0.44797,-0.76807,0.059394
-0.10289,0.389,-1,-0.77264,-0.46403,0.86437,0.14421,-0.31184,-0.72824,-0.30815,0.083695,0.58794,-0.15379,-0.11644
-0.052928,0.36558,-0.3542,-0.6206,-0.47975,0.58701,0.51846,-0.21263,-0.84182,-0.36946,-0.31754,0.64346,0.01001,0.030124
-0.046735,-0.17582,-0.42702,-0.15349,0.25983,0.48894,0.42769,-0.33032,-0.69648,-0.0075992,0.0095913,-0.14976,0.83283,0.023727
0.39487,-0.48405,0.0066285,0.5849,1.0716,0.62327,0.19777,-0.19015,-0.64142,0.24681,0.2016,-0.37406,-0.19094,0.019743
0.62088,-0.18821,0.16396,0.77472,0.79727,0.61591,0.35843,-0.33675,-0.44384,0.301,0.4798,-0.27828,0.5216,0.049055
0.91888,0.15701,0.507,0.84915,0.30909,0.66364,0.53035,0.089927,-0.58262,0.41543,-0.26998,-0.28015,0.31806,-0.10255
1.1952,-0.19029,0.16338,0.74561,-0.15007,0.3443,0.21249,0.21542,-0.5402,0.054044,0.55058,-0.43354,0.48907,0.035585
0.94384,-0.25599,0.60936,0.34543,0.18053,0.45199,-0.14946,0.14098,-0.42719,-0.26472,0.13173,-0.76098,0.1115,0.054319
0.49737,-0.025911,0.1879,0.5103,-0.17104,0.17642,-0.22516,0.42511,0.52669,-0.12583,0.6094,-0.52048,0.44306,0.0046793
0.70975,0.1208,0.12504,0.48045,0.30962,-0.0034196,-0.024641,0.40249,1.4248,0.082522,-0.094897,-0.065075,-0.80078,-0.13442
0.65996,0.15776,0.58105,0.42344,0.31505,0.18253,-0.29784,0.67724,1.9047,-0.062609,-0.067793,0.39287,0.054886,-0.07051
0.44762,0.35185,-0.16031,0.48092,0.46884,0.25088,-0.23119,0.60445,1.3343,0.34448,-0.27025,1.1067,-0.026695,-0.037995
0.28004,0.16984,0.3722,0.49744,0.11392,-0.26553,-0.30637,0.81292,0.6484,0.84668,0.28859,0.72572,-0.15569,-0.060492
0.36452,0.0011878,-0.2968,0.16624,0.17728,-0.35669,-0.091743,0.39928,0.48158,0.31305,0.12188,0.22403,0.43712,-0.12706
0.68821,1.1296,0.19628,0.5088,0.15613,3.0899,0.28835,1.2523,0.40638,0.25457,0.12519,0.7358,0.67893,-0.076198
3.1425,4.5356,2.8571,4.838,0.51368,12.515,1.7972,5.528,3.2866,3.1005,1.7891,2.5387,0.90466,0.19699
3.5208,4.9236,3.4866,6.4693,0.34542,14.773,1.6921,6.2314,4.4237,3.5699,1.7609,2.2951,0.64483,0.25766
3.517,5.1206,3.9442,6.1407,-0.040161,15.339,1.9172,6.0892,4.8335,3.2209,1.6141,1.9543,1.0286,0.025988
3.3509,5.1059,3.6649,5.3641,0.14207,15.239,1.9285,5.8702,5.035,2.8888,1.5406,1.6598,1.1557,-0.10012
3.0543,4.3473,3.0854,4.5522,0.018075,15.007,1.7976,5.807,5.2394,2.5212,1.1035,1.0524,0.056355,-0.34077
2.8088,4.3363,2.4284,4.2407,-0.086709,14.641,1.8497,5.3997,4.7922,2.139,0.92825,0.52321,0.30378,-0.42867
2.3458,4.2934,2.0223,4.0147,-0.1813,14.525,1.5242,4.8638,4.4302,2.4609,0.9943,0.35627,0.25399,-0.4864
2.3122,4.478,2.1352,3.6697,-0.69494,14.588,1.6394,4.6398,4.6822,1.9488,0.8388,0.13491,0.36659,-0.43296
2.1732,4.0058,1.6123,3.5676,-0.39766,14.931,1.5319,4.7705,4.191,1.665,0.36961,0.24735,0.55196,-0.40988
2.124,3.8756,1.951,2.9634,-0.57093,14.038,1.7549,4.3376,4.1312,1.4588,0.18401,-0.062549,0.8488,-0.46371
1.8636,3.2316,1.1977,2.9313,-0.82734,14.242,2.048,4.2269,3.9749,1.4207,0.70094,0.033523,0.80115,-0.56471
1.9337,2.8324,0.7943,2.7677,-1,13.957,1.8395,3.9072,4.1555,1.3516,0.34914,0.15689,-0.071201,-0.66348
1.834,2.3662,0.90013,2.7712,-0.36403,13.317,1.4638,3.5648,4.0476,1.2819,0.45883,0.05627,1.9292,-0.73291
1.8419,2.4607,0.8804,2.6978,-0.27739,13.784,1.5756,3.1643,3.9705,0.99855,0.43209,-0.21093,0.26932,-0.77508
1.7293,2.2463,0.93807,2.6455,-0.63562,13.246,1.058,2.9537,3.8532,0.88632,0.59352,0.020765,0.52554,-0.83135
1.6609,1.9039,0.89694,2.2574,-0.42739,13.253,1.1467,2.6391,3.6557,0.84888,0.19788,-0.044418,0.64301,-0.99121
1.7411,1.9258,0.11505,2.248,-0.61959,13.165,1.0654,2.3218,3.332,0.94669,-0.029572,-0.34413,0.63444,-1
1.6136,1.8212,0.5168,1.9139,-0.53655,12.922,1.0079,2.2166,3.1963,0.49257,0.23106,-0.26534,0.95605,-0.83104
1.9255,1.3645,0.43375,1.7248,-0.24844,12.523,0.87066,1.8357,3.206,0.51634,-0.16146,-0.18869,0.90936,-0.7026
1.9318,1.485,0.39173,1.5679,-0.868,12.658,1.0351,2.2722,3.2856,0.31715,0.50282,0.089614,0.87444,-0.65102
3.0437,2.081,4.5699,4.001,2.7669,14.268,1.5504,5.7974,3.9139,1.6447,2.0496,3.171,1.0529,-0.45383
2.9635,1.4384,4.1928,4.9569,3.2932,14.138,1.9679,5.8393,3.7513,1.4618,2.0749,3.0912,1.4287,-0.21268
2.5412,1.2165,3.8686,5.0079,2.6276,13.221,1.871,4.6852,3.8432,1.0235,1.683,3.0672,1.5466,-0.23487
2.1391,0.87011,3.7415,4.7039,1.3628,12.415,1.7755,3.8424,3.8905,0.94272,1.3243,2.5024,1.4952,-0.22638
1.8522,0.80769,3.5354,4.1198,1.4689,11.398,1.3206,3.2694,3.7358,0.78443,1.3063,1.9777,1.1871,-0.32832
1.2537,0.78925,3.0179,2.9004,1.6546,9.4275,0.37813,2.9644,2.8666,0.33651,0.70738,1.8364,0.93904,-0.3583
0.78369,1.0625,2.6461,1.7336,0.581,6.7539,-0.51519,2.4804,2.4739,0.50611,0.10641,1.611,0.91888,-0.1024
