-0.82281,0.61097,-0.18853,-0.70318,-0.1494
-1,0.14115,0.42622,-0.25452,-0.80063
-0.40407,0.030773,-0.2596,-0.53285,-0.55778
-0.4254,-0.41223,0.52774,-1,-0.65031
-0.3962,-0.11117,0.24621,-0.053037,-0.29049
-0.28006,0.30133,0.33146,-0.29403,0.031409
-0.079709,-0.25916,-0.5663,-0.13638,-0.22454
-0.24149,0.32962,0.027811,-0.43952,-0.64129
-0.17149,-0.60237,-0.38878,-0.58686,0.56019
0.073789,0.11864,-0.50135,-0.05185,1.7761
-0.21576,-0.3012,0.25755,0.044764,0.57511
0.50589,-0.22861,-0.43329,0.17726,-0.42053
-0.086377,-0.32273,-0.15463,0.68551,-0.24554
0.44212,-0.65464,-0.74673,0.4074,0.0085037
0.42861,-0.058017,-0.62788,0.28217,0.24801
0.038767,-0.087247,0.17073,0.10988,0.46245
0.13022,-0.035316,0.013654,0.35591,0.16267
0.39099,0.22207,0.082375,-0.064976,0.073542
0.16472,0.21781,-0.19095,0.49951,-0.013314
0.21295,0.24317,0.04296,0.021225,-0.33703
0.75445,0.46642,0.27444,0.46293,0.1131
0.5869,-0.4062,0.56724,0.60631,0.18616
0.13296,0.27315,0.30489,0.24246,-0.14508
0.26101,0.52378,0.78476,0.22184,0.27871
0.70603,0.28976,0.86957,0.17246,0.64707
2.3442,1.2605,3.3731,2.0666,4.4703
2.981,1.7138,4.3076,1.6709,3.4634
1.9559,1.8027,3.6903,1.3044,2.1184
1.2829,0.86786,2.7833,0.54591,1.6109
1.2794,1.6999,1.6982,0.57912,1.4042
0.97599,1.064,2.1128,0.71585,0.91372
0.45963,0.95843,2.1669,0.59615,0.29809
0.92505,1.2641,1.6094,0.5956,0.43184
0.8073,0.94066,1.4773,0.27027,0.36396
0.7316,1.1902,0.67005,0.35533,-0.37483
0.56417,0.6057,0.88996,0.35936,0.032155
0.78532,0.92255,1.245,0.70199,0.033453
0.20823,0.31624,0.77316,0.25937,-0.14119
0.45464,0.52273,0.36959,0.63029,0.075558
0.42785,0.96759,0.20951,0.25545,0.1436
0.34843,0.61384,0.89121,0.28031,0.21415
0.55113,0.44499,0.31637,0.79855,-0.40938
0.51557,0.84929,-0.060582,0.34837,-0.0093724
0.62531,0.74332,0.30045,0.63866,0.20366
0.68707,0.75516,0.71044,1.4676,-0.30335
3.2315,3.4698,4.0748,3.8549,0.90403
2.1429,3.7352,5.0701,5.328,0.49008
1.6045,2.9961,5.5,5.1554,0.52251
1.0634,1.9684,4.9876,4.7532,-0.18044
0.95763,1.8927,4.4421,4.088,0.24222
1.1346,1.5357,3.4993,4.1937,-0.066191
0.90671,1.5183,3.3003,4.2403,-0.27405
0.67027,1.5122,2.2399,2.5896,0.15577
0.726,1.0458,2.1499,1.9993,-0.63132
0.71284,0.12973,1.7044,2.0181,-0.29013
0.24743,0.30232,1.8348,1.5543,-0.3199
0.6931,-0.063478,1.4073,1.2614,-0.51953
0.19233,0.37421,1.3473,1.0986,-0.42097
0.26772,-0.31899,1.0432,0.83672,-0.12783
0.29478,-0.53448,0.90687,0.90218,-0.52898
0.11769,-0.76715,0.5671,1.0145,-0.49748
-0.37518,-0.77787,0.34722,0.72494,0.012212
-0.097871,0.017899,0.94874,1.0398,-0.85727
-0.67068,-0.27249,0.75849,0.22463,-0.53897
-0.39406,-0.54272,0.47937,-0.062816,-0.78739
-0.015409,-0.32303,0.35737,-0.010384,-0.21445
-0.033164,-0.83903,-0.084434,0.036452,-0.88765
-0.11755,-0.80572,0.40663,-0.2158,-0.46687
-0.36754,-0.67915,0.10308,-0.40698,-0.32316
-0.065446,-0.052998,0.52881,-0.22294,-0.42459
-0.087228,-0.3906,0.51456,0.058326,-0.28194
-0.32749,-0.91037,-0.55249,-0.10997,-1
-0.32398,-0.59142,0.054548,-0.4045,-0.55255
-0.50938,-1,-0.26196,-0.197,-0.63704
-0.5963,-0.42552,0.29735,-0.64124,-0.46478
-0.29285,-0.31622,-0.56132,0.22748,-0.40171
-0.30707,-0.32242,-0.23318,-0.22541,-0.22281
-0.12814,-0.38273,-0.40425,-0.1348,-0.16956
-0.2392,0.2645,-0.21612,-0.46596,-0.13565
0.37572,-0.38108,0.50293,-0.35075,0.13315
-0.30169,-0.11263,0.088369,-0.34488,-0.2775
-0.15286,-0.0016681,-0.06679,0.24845,-0.54017
-0.43991,0.5444,0.044153,0.24322,-0.16312
-0.038355,-0.13572,-1,0.10173,-0.67278
0.17151,0.39355,-0.58675,-0.14256,0.27128
-0.21928,0.67134,0.39544,0.043017,-0.078665
0.071364,-0.26032,0.32729,-0.24371,-0.50695
0.12763,0.60008,0.23961,0.043084,-0.27416
-0.058929,0.42688,-0.77323,-0.0085376,0.01608
0.15109,-0.18429,0.45015,0.037219,-0.02349
0.10733,0.24962,-0.30117,-0.12593,-0.094647
-0.25187,0.2695,-0.10307,0.050432,0.16182
0.048831,-0.32671,-0.082864,0.33232,0.17992
0.15404,-0.25632,-0.17673,-0.15962,-0.031087
0.12162,-0.19907,0.12951,-0.26331,0.30007
0.0036244,-0.61072,0.1014,-0.059602,0.36504
-0.16612,-0.35988,-0.016526,0.0037082,-0.0051963
-0.12558,0.11034,0.66667,0.12996,0.035985
-0.11189,0.14227,0.10705,-0.17602,0.34728
-0.046502,0.18204,0.21315,-0.030678,0.47021
