1.0589,0.11873,0.063003,0.72429,-0.58046,0.18708,-0.083116,1.5722,0.35162,-0.10948
1.2551,0.25897,0.48714,0.40098,-0.11427,-0.071489,-0.011778,1.1498,-0.075302,0.12655
0.55848,0.055335,0.32646,-0.21007,0.08598,-0.080543,0.37631,0.57949,-0.21494,0.085184
0.031316,-0.091597,-0.43673,-0.292,0.31108,-0.022662,0.011427,0.56443,-0.21169,0.036993
-0.39386,-0.17916,-0.5929,-0.12378,-0.067857,-0.25381,-0.19782,0.42553,-0.36624,-0.13929
-0.3394,-0.11181,-0.76479,-0.1293,-0.059425,-0.04337,-0.22079,0.14522,-0.2576,-0.14666
-0.50905,-0.19374,-0.87678,-0.46885,0.81242,0.34062,-0.30305,-0.17032,-0.43671,-0.0083833
-0.080033,-0.18012,-1,-0.071001,1.571,0.015408,-0.20282,0.12712,-0.09023,0.020819
0.055399,-0.09436,-0.78346,-0.14691,0.99152,-0.073918,0.0889,-0.060355,0.39112,-0.0030469
-0.65156,-0.066663,-0.35104,0.12995,0.50082,-0.40293,-0.10526,0.031384,0.41427,-0.044405
-0.90611,-0.0038391,-0.31243,-0.2857,0.076537,-0.31318,0.39469,-0.0063572,0.22028,-0.047701
-0.92572,-0.042588,-0.015128,0.108,0.073828,-0.66372,0.54179,0.56008,0.20288,-0.019685
-1,-0.0097268,-0.054898,0.24513,0.11558,-0.29686,0.63302,0.41779,-0.078863,-0.045428
-0.70633,-0.056941,0.32653,0.18804,-0.23364,-0.1973,0.20836,-0.09336,0.087883,0.0063286
-0.58714,0.01513,0.70151,0.50949,0.17037,-0.16869,-0.20047,-0.34698,0.03759,0.010153
-0.48217,0.059515,0.68224,0.259,-0.081463,-0.16117,-0.17481,-0.17075,-0.36431,0.049716
-0.24772,0.0036762,0.53066,0.28749,-0.13707,0.16661,-0.29717,-0.61145,-0.076245,-0.025677
0.025343,0.019358,0.61183,0.15359,-0.29923,0.54435,-0.18679,-0.67934,-0.13662,-0.013789
0.40231,-0.02962,0.90784,-0.050889,-0.44155,0.35977,-0.18862,-1,-0.15576,-0.026135
0.74858,0.048589,0.91518,-0.4972,-0.069468,0.24538,-0.15347,-0.86304,-0.022461,0.056559
0.77989,0.085524,0.37527,-0.31538,-0.33469,0.039072,-0.016972,-0.87479,0.31947,0.084403
0.70333,0.10655,-0.076038,-0.45503,-0.59053,0.14138,-0.064357,-0.25162,0.34241,0.096332
0.44215,0.12019,-0.22298,-0.21284,-0.69947,0.67308,0.13834,-0.15201,0.217,0.096243
0.76829,0.1686,-0.44048,0.25302,-1,0.036895,0.014458,-0.29263,-0.097553,-0.039604
1.0332,0.19598,-0.4612,0.26929,-0.78949,0.1048,-0.44887,-0.82736,0.27068,0.098175
2.4186,0.47081,0.29396,2.7473,0.9953,-0.019784,-0.2415,-0.094307,3.3789,0.13703
3.0684,0.78091,1.2446,4.7911,3.0795,-0.018459,0.1401,-0.27446,5.7394,-0.016319
2.8889,0.85549,1.473,5.4612,3.9756,-0.2637,0.49707,0.070029,5.7321,-0.14402
2.4573,0.71934,1.3185,4.6594,3.6941,-0.15356,0.52797,0.13665,5.1791,-0.22455
2.4249,0.55509,0.90787,4.153,3.3509,-0.098097,0.94258,0.516,4.8335,-0.15377
2.3996,0.50335,0.96399,4.2071,2.9854,-0.096635,0.66178,0.62813,4.4654,-0.18271
2.1605,0.38145,0.744,3.948,2.6261,-0.40462,0.59975,0.92381,4.1822,-0.36423
2.001,0.35292,0.59251,4.1174,2.208,-0.35515,0.60023,1.1303,4.0578,-0.45618
2.1491,0.35758,0.93046,3.2144,3.006,-0.57408,0.26477,1.7425,3.8572,-0.45304
2.025,0.27154,1.4091,3.2612,3.1675,-0.025889,0.24791,1.7196,3.494,-0.47633
1.9543,0.31334,1.3908,2.9555,2.8609,-0.47374,-0.031479,1.5556,3.006,-0.58531
2.012,0.2763,1.2226,2.8145,1.9106,-0.35394,0.13065,1.5829,3.036,-0.66793
1.958,0.18656,1.3969,3.0564,1.8183,-0.56799,-0.13231,1.5692,2.729,-0.57846
1.9896,0.071051,1.7591,2.952,1.5119,-0.65127,-0.19467,1.5097,2.5937,-0.49468
1.7998,0.22835,2.1799,2.6744,1.5863,-0.47601,-0.13226,2.0504,2.7177,-0.56575
1.6035,0.29039,1.8886,2.7998,1.9255,-0.48425,-0.35511,2.013,2.6035,-0.68227
1.5975,0.25545,1.9905,2.6566,2.8363,-0.48098,-0.54611,2.3187,2.6655,-0.41059
1.5017,0.23135,1.927,2.5381,2.4791,-0.1154,-0.19008,1.965,2.5516,-0.34522
1.491,0.28438,2.075,2.7155,2.6915,-0.16371,-0.56905,2.4236,2.5595,-0.39449
1.482,0.3876,2.1554,2.7353,2.6747,0.16958,-0.21491,1.9057,2.9126,-0.77177
1.5368,0.2241,2.1498,2.4303,3.1991,-0.073256,-1,1.9682,3.1653,-0.81286
1.5023,0.27122,2.1527,2.1565,3.3944,0.0943,-0.50254,1.8069,2.8885,-1
1.8208,0.23885,2.2013,1.8535,3.6323,-0.17344,-0.79016,2.4387,2.8138,-0.78508
1.8714,0.2208,2.4723,1.9638,3.4488,-0.094931,-0.38975,2.5614,2.4185,-0.73243
1.517,0.11882,2.3165,1.5268,3.0048,-0.28161,-0.4409,2.9188,2.3182,-0.7147
1.7793,0.15679,2.0352,1.9883,2.5609,-0.20397,-0.020947,2.1539,4.2831,-0.47401
1.816,0.22978,1.1654,2.0231,1.4819,0.13749,0.1825,1.5474,5.9584,-0.26734
1.9026,-0.0035153,1.039,1.7429,0.37408,0.16928,-0.044992,1.4717,5.0136,-0.060981
2.0515,0.017114,1.0917,1.4395,-0.053758,-0.67905,0.010762,1.0666,3.8316,-0.01612
1.7401,0.085652,0.79948,1.0701,-0.23255,-0.101,-0.094658,1.4215,2.4007,-0.14014
0.96065,-0.036323,0.59955,0.54782,-0.36477,-0.44009,-0.11417,0.82642,1.5258,-0.19534
0.41018,0.02319,0.60201,0.34118,0.26082,0.092505,0.26019,1.2603,1.5467,-0.56696
0.20704,-0.30239,-0.031768,-0.1343,-0.02438,-0.15644,0.45422,1.2957,1.6077,-0.58345
0.046872,-0.84807,-0.077649,0.021979,-0.43868,-0.66362,0.20387,1.6991,1.1294,-0.69219
0.028945,-1,0.0061858,-0.33025,-0.57403,-0.056379,0.63207,2.2472,0.67174,-0.64345
-0.08926,-0.83379,-0.10546,-0.13896,-0.58821,-0.46949,0.64977,2.3142,0.3159,-0.6637
0.10908,-0.63484,-0.16733,-0.31441,-0.68906,-0.70884,0.31147,1.431,0.071541,-0.70398
0.10454,-0.52404,-0.18577,-0.61255,-0.25845,-0.55035,-0.0048683,1.4139,-0.31954,-0.69425
0.075799,-0.44414,-0.14416,-0.43442,-0.3433,-0.793,-0.043258,0.52951,-0.4951,-0.53677
0.17739,-0.31078,-0.048648,-0.80788,0.35986,-0.62336,-0.37186,0.24915,-0.72812,-0.2784
-0.07086,-0.31773,0.063675,-1,0.4451,-0.6202,-0.47269,0.4817,-0.5669,-0.15351
-0.27867,-0.20911,-0.30086,-0.41306,0.56895,-0.75088,-0.25534,0.17444,-0.70211,-0.58768
0.010117,-0.23426,-0.32514,-0.64089,0.050107,-0.3388,-0.062693,0.36396,-0.82337,-0.71045
0.11465,-0.13079,-0.45363,-0.67167,0.14932,-0.28719,-0.12754,1.0642,-1,-0.64189
0.16883,-0.15601,-0.70835,-0.46199,0.090085,0.46859,-0.040343,0.98455,-0.59204,-0.49192
0.006667,-0.058495,-0.60823,-0.6689,0.30247,-0.21152,0.10823,0.8158,-0.38965,-0.39885
-0.091367,-0.11005,-0.5403,-0.82389,0.34861,-0.26515,-0.040031,0.62415,-0.066071,-0.38592
-0.021937,-0.015943,-0.70048,-0.30969,0.48887,-0.13616,0.10553,0.59438,-0.179,-0.25461
-0.078787,-0.11594,-0.58688,-0.13197,0.42063,-0.6313,0.10126,0.32616,-0.40454,-0.27623
0.14729,-0.038616,-0.59871,0.32261,0.32332,-0.1587,-0.088946,0.71847,-0.4823,-0.22157
-0.030875,-0.20372,-0.445,-0.08858,-0.10115,-1,0.31574,0.63144,-0.36536,-0.25246
0.12307,-0.28599,-0.41954,0.14032,0.23328,-0.40576,-0.017159,0.54566,-0.17672,-0.27349
0.097985,-0.31646,-0.37849,0.060047,0.58973,-0.41359,-0.11204,0.78797,-0.31845,-0.28748
0.053594,-0.35884,-0.2942,0.37704,0.99273,-0.50051,-0.37197,0.60647,-0.44525,-0.29816
0.023275,-0.13858,-0.065966,-0.017767,0.19978,-0.42845,-0.19369,0.45701,-0.34081,-0.14117
