1.0783,-0.27482
0.039306,-0.2448
0.67713,0.42582
-0.60872,0.1404
0.06049,0.13054
-0.024737,-0.029749
-0.5296,0.13625
0.13393,0.3703
-0.035603,0.047115
-0.5156,-0.12826
-0.0050108,0.54713
0.69143,0.29165
-0.77425,0.49422
0.55679,-0.28083
-1,-0.31888
-0.82878,0.35139
-0.77256,-0.097875
-0.38165,0.099036
-0.67747,-0.17073
-0.1413,-0.20049
0.38408,-0.19767
0.41005,-0.31849
0.99086,-0.43989
1.2729,-0.33137
1.164,0.30989
1.5282,1.4898
2.1307,2.0183
1.4195,2.1536
1.9796,1.8182
2.1355,1.245
2.3858,2.0656
2.1188,2.0564
2.7136,1.2396
2.0528,0.69109
1.9635,0.41968
1.7922,-0.00057847
1.8142,-0.044903
1.7162,-0.22424
1.622,-0.62256
1.159,-0.62778
1.4469,-0.52235
1.2522,-0.17105
0.68562,-0.96157
1.7478,-1
1.7745,-0.75242
3.4156,-0.6603
2.6864,0.95561
3.1522,2.0585
3.0428,2.5804
2.1195,1.3327
3.2963,4.1821
4.5417,10.029
3.3161,11.459
3.017,9.6876
2.4383,7.0112
2.2508,4.8609
1.7508,4.3827
1.7872,3.4478
0.75705,3.0357
1.4115,2.9794
1.3182,2.7679
0.14704,1.5938
1.0056,2.1453
0.85402,1.5398
0.59888,0.98856
0.65299,1.395
1.2575,0.65333
0.51702,0.42458
0.51982,1.4
0.96738,1.0625
0.88045,1.6496
0.53169,2.1776
0.38877,2.6845
0.3309,1.3327
0.42583,0.1143
-0.024994,0.32487
-0.14666,0.72096
-0.24119,0.27574
0.3574,0.21042
-0.33503,0.75422
0.60315,0.7652
-0.27809,0.085651
0.32507,-0.37168
-0.096479,0.025962
-0.33216,0.013219
-0.75755,-0.43134
-0.75192,0.58572
-0.75247,1.2134
-0.78487,0.76681
-0.4978,0.6856
0.26372,0.10066
0.77883,0.2848
-0.23848,-0.38193
0.3253,-0.47033
0.18726,-0.37276
0.416,-0.26138
0.58776,-0.55823
0.48482,-0.48526
0.33584,-0.508
-0.088911,-0.88186
