-0.010508,1.6002,-0.42047,1.7311,-0.41103,-0.31564,-1,1.5989,0.1582,-0.14937,0.93508,0.90809,-1,0.030124
0.056347,1.0763,0.63824,1.2398,-0.53146,-0.45617,-0.83768,1.1182,0.37357,-0.29912,-0.42772,0.12548,0.096683,0.34604
0.47276,0.98249,0.56684,0.5957,-0.30595,0.0043825,-0.59853,1.0205,-0.32784,-0.18823,0.22754,-0.77543,1.0227,-0.0463
0.21387,0.84014,0.049505,0.52354,-0.15577,0.11151,0.052148,0.6463,-0.49823,0.24588,-0.506,-0.18398,0.56659,-0.15417
-0.091539,0.54107,0.091852,0.43462,0.23066,0.12628,0.70551,0.54591,-0.07702,0.58799,-0.054705,-0.33476,0.22839,-0.1863
-0.012758,0.098513,0.12068,0.28003,-1,0.34847,0.43287,0.67414,-0.03609,0.68319,-0.08432,-0.52597,0.14117,-0.1592
0.3021,0.00025226,-0.5255,0.26825,0.64545,0.13422,0.49267,0.64216,-0.16298,0.69155,-0.51288,-0.35185,-0.016513,-0.048694
-0.29027,-0.45214,0.55366,0.22615,0.49584,-0.079984,1.2547,0.4577,0.79243,0.44727,-1,-0.6605,0.031819,0.036663
-0.5308,0.22781,-0.19697,0.018763,0.25507,0.42988,0.92505,0.54213,0.45816,0.34234,-0.84501,-0.15833,-0.10429,-0.038239
0.2166,0.13908,-0.47413,-0.21738,0.20055,0.75053,0.3924,0.27595,0.29869,-0.19506,0.031644,0.48996,-0.11103,-0.052429
0.7993,-0.060905,-0.50996,-0.42129,-0.037997,1.3459,0.30866,-0.15756,-0.062024,-0.027511,-0.12911,0.44233,-0.12664,-0.11998
1.043,-0.069324,-0.088591,0.08478,0.52236,0.85017,-0.1731,0.007884,0.36957,-0.35243,-0.40163,0.25363,-0.081863,0.073947
0.62137,-0.13063,-0.62101,-0.14948,0.97186,0.027228,-0.022751,-0.1986,0.30335,-0.33683,-0.33379,-0.22725,-0.038197,-0.13275
0.27803,-0.27867,-0.61208,-0.075255,-0.22676,-0.046394,0.13445,-0.18744,0.59862,-0.076609,0.51515,-0.098849,-0.037818,-0.0023037
-0.22076,-0.21195,0.10686,-0.039986,-0.30163,0.60312,-0.20801,-0.41552,0.27072,0.1106,-0.46652,-0.62488,-0.01623,0.21385
-0.13241,-0.58257,-0.17691,-0.15571,0.18654,-0.086225,-0.051188,-0.47465,-0.38068,0.44342,0.55871,-0.28709,-0.10062,0.18254
-0.33569,-0.27211,-0.38067,-0.22782,-0.36769,0.23455,0.14863,-0.53764,-0.20072,-0.111,-0.12418,-0.11728,-0.036218,0.067466
-0.014486,-0.73463,-0.49043,-0.27767,-0.59501,-0.84288,-0.18219,-0.88627,-0.45156,0.11249,0.32802,-0.13393,-0.073467,0.17849
-0.49916,-0.44145,0.80821,-0.36639,-0.15281,-0.50713,-0.14903,-0.88962,-1,0.036396,0.9687,0.20695,-0.0095539,-0.06198
-0.59648,-1,0.43879,-0.59108,0.044177,-0.54153,-0.20483,-0.75868,0.041069,-0.15349,-0.63378,0.2377,-0.058838,-0.026598
-0.11715,-0.5456,0.19295,-0.51424,-0.39652,-0.1305,-0.32745,-0.63045,-0.039994,-0.57382,-0.067327,0.56163,-0.098187,-0.14577
-0.45251,-0.034517,0.68709,-1,0.41197,-0.35642,-0.11303,-0.60543,-0.26681,-0.44497,-0.043939,0.056546,-0.13761,-0.13012
-0.27112,0.080076,0.38321,-0.72185,0.41344,-0.6261,-0.4549,-0.78799,-0.45134,-0.30066,0.96013,0.25477,-0.044176,-0.13289
-0.42774,-0.77143,-0.14117,-0.64461,0.10473,-0.97728,-0.52442,-1,0.2909,-0.49202,1.1059,0.94302,0.0039084,0.30861
-0.74086,-0.24732,0.50792,-0.58088,0.63198,-0.39363,-0.35369,-0.7995,1.5059,-0.53226,1.1427,1.3719,-0.035784,0.8503
0.58346,2.0156,9.199,2.3392,3.734,4.8468,3.4294,1.8097,10.241,2.3325,5.7868,4.8389,0.094873,2.0215
1.5702,3.1049,12.711,3.4957,4.6798,7.6232,4.3322,2.7189,12.499,3.1226,6.4763,5.595,0.14667,2.3536
1.9104,3.8489,13.072,3.7279,4.6551,8.436,4.8045,3.2742,13.424,3.5693,7.0912,5.2061,0.17151,2.5706
2.2492,3.765,13.045,3.7213,4.3577,8.6481,4.8172,3.5042,13.546,3.6524,7.1989,5.2955,0.23106,2.6589
2.7138,4.3399,12.258,3.9876,5.0819,8.7803,4.4163,3.5633,13.569,3.729,6.4188,4.9705,0.12505,2.7377
2.4208,4.4558,12.889,3.9371,4.8448,9.2696,4.1643,3.9613,12.789,3.8559,6.9805,4.7814,0.11516,2.7101
2.8884,4.0447,11.994,4.1658,4.5912,9.4009,4.2809,3.8596,12.582,3.9513,6.0383,4.4289,0.11467,2.4624
3.3223,4.8766,11.983,4.2893,4.819,9.8058,3.9729,4.5465,12.41,3.6151,6.3335,4.9775,0.10574,2.0261
3.4361,3.7237,11.009,4.349,4.3455,10.159,4.6265,4.0215,11.984,3.6242,6.7494,4.1501,0.10906,1.9349
3.1796,4.1348,11.578,4.4391,3.6165,10.308,3.7686,4.5385,11.838,3.552,5.5832,4.1821,0.060317,2.1299
3.2601,4.0477,11.059,4.3773,3.0426,10.611,4.0219,4.1279,11.68,3.9449,5.3551,3.6761,0.052338,1.8831
3.5508,4.3517,10.293,4.5399,4.1658,10.43,3.5714,3.9581,11.152,3.8269,5.2405,3.4606,-0.034792,1.9019
3.4136,3.9227,9.6427,4.5809,3.9094,10.039,3.2865,3.8922,10.885,3.8303,4.3554,3.233,-0.12511,1.6752
4.3547,3.8124,9.0073,4.8631,4.2475,10.783,3.5231,3.8428,10.927,4.0172,5.3037,2.8715,-0.17848,1.5765
3.6105,4.5735,9.5501,4.5793,4.307,10.358,3.606,3.503,10.459,3.7877,3.8571,2.6251,-0.1727,1.5437
3.6342,3.8243,8.7501,4.6597,3.4649,10.681,3.4875,3.6855,10.286,3.876,3.5251,2.9121,-0.14305,1.7412
4.2153,4.0954,8.4596,4.6094,3.706,10.975,3.8323,3.5434,9.9413,3.7881,4.2088,2.8856,-0.14594,2.1454
3.9767,4.3144,7.9297,4.4499,3.3902,10.614,3.9647,3.6039,10.123,3.7011,3.5938,3.2462,-0.21598,2.3471
4.4033,4.1274,8.4369,4.6075,3.2783,10.286,3.9248,3.443,10.203,3.747,3.4009,2.65,-0.11048,2.8088
4.307,4.0441,7.9808,4.7576,3.2558,10.381,3.8758,3.6222,9.9302,3.7157,3.8118,2.9843,-0.21828,3.4946
4.9147,4.3135,13.692,7.0413,5.1203,12.111,4.2053,5.0976,9.6758,4.3724,4.2534,3.5281,-0.16215,4.1021
5.0233,3.9977,13.458,6.9787,5.5257,11.861,4.1201,4.9522,10.315,3.8314,3.844,3.5409,-0.37623,4.5506
5.0136,3.2765,13.188,6.5266,4.7812,11.519,3.722,4.3823,10.241,3.4812,3.4002,3.6936,-0.41697,4.7238
4.4593,3.1252,12.482,5.8276,4.849,10.956,3.9694,3.8993,10.622,3.2366,4.2698,2.8902,-0.3661,4.7492
3.9213,3.1691,11.688,5.3124,4.8076,9.9426,3.6998,4.0246,9.3843,3.0357,2.877,3.7109,-0.24197,4.6978
4.6933,3.4213,11.748,6.0267,5.1778,11.207,3.8971,4.4906,9.4487,3.3184,2.9179,3.6352,-0.2758,4.7944
4.6345,3.1392,12.138,5.9298,4.8203,10.695,3.6526,4.7226,9.2686,3.3187,3.5421,2.6089,-0.21655,4.3629
3.871,2.8063,11.948,5.2634,4.1045,9.6692,3.9739,4.5534,8.0392,3.122,2.7424,1.7286,-0.20749,4.2526
3.4381,3.1132,10.076,4.7083,3.2702,8.8511,2.9003,3.9802,6.8203,3.2695,2.237,1.4655,-0.28521,3.945
3.8601,2.4339,8.5986,4.3221,2.661,7.5514,2.6033,3.8998,5.8017,3.0958,1.7751,1.0176,-0.34811,4.1441
3.1477,3.4074,7.7102,4.3935,2.7395,6.8157,1.7567,3.242,5.3248,2.9125,1.1378,0.6846,-0.26317,3.9936
3.1651,2.9991,7.4612,4.0221,2.2002,6.5424,1.3867,3.0134,3.816,2.4653,0.42376,0.39593,-0.35595,3.8543
2.8723,3.9156,6.2871,3.8893,2.5155,6.3418,1.5161,2.9646,3.3211,2.5603,0.76573,-0.21808,-0.4524,3.5794
