0.011423,-1
0.91113,1.3027
0.88695,0.79617
0.99898,-0.018122
1.1064,-0.48424
0.41124,-0.53413
-0.17034,-0.36778
-0.28724,-0.37956
-0.10456,0.23967
-0.24306,0.040377
-0.18783,-0.1315
-0.90221,0.044366
-1,0.042253
-0.32198,0.10102
-0.52166,0.14092
-0.10602,0.078515
-0.16383,-0.043984
0.94423,-0.14939
0.73209,0.15315
0.38826,0.00027258
-0.20643,0.017211
-0.69833,-0.10927
-0.72171,0.13693
-0.7555,0.12443
0.10791,0.21595
8.7952,10.91
12.136,15.905
11.771,15.418
10.765,14.299
9.4784,12.504
7.8776,11.165
6.4943,10.283
5.4919,9.705
3.7871,9.7001
3.2099,9.1624
2.971,8.9306
2.4738,8.8698
2.4037,8.6445
2.382,9.1152
1.9916,9.0143
1.3535,9.2232
1.0438,8.6604
0.71353,8.1307
-0.032074,7.7452
-0.050337,7.637
1.4213,9.2183
2.9731,10.242
3.7654,10.101
3.7867,9.5509
4.5241,9.5938
5.2687,9.6878
5.5462,8.3152
4.8814,6.8448
4.3618,5.6303
3.6743,5.3686
3.2983,4.9333
2.946,4.5036
2.7028,4.0747
2.1058,3.5627
1.7985,2.8094
1.3704,2.4955
1.7524,2.5629
1.9771,2.17
2.1269,2.1558
2.1628,2.1327
1.1378,2.0968
1.0078,1.6341
1.499,1.2824
0.68276,1.0617
0.93014,1.1299
0.95416,1.2207
0.93479,0.85797
1.0385,1.1111
1.1072,1.0595
0.9071,0.9032
1.042,0.43326
0.83464,0.57028
0.41415,0.20501
0.33362,0.30116
0.048705,0.084655
0.13983,0.21031
-0.35761,-0.056582
-0.26788,-0.18442
-0.11449,-0.10852
-0.31872,-0.33065
-0.29566,-0.23955
-0.35844,-0.33719
-0.38548,-0.46067
-0.039237,-0.52731
0.12622,-0.23786
-0.11783,-0.0093219
-0.40157,0.47348
-0.22619,0.33376
0.058921,-0.024482
0.22049,-0.26027
0.17663,-0.23443
0.40545,0.032821
0.26581,-0.092736
0.15663,-0.050047
-0.076694,0.22486
