0.74744,0.22792,-0.30182,0.43536,0.84534
0.13147,-0.10019,-0.025665,-0.27219,0.1392
-0.62941,0.39888,0.70275,0.22083,0.40118
-0.16269,-0.064371,0.89761,-0.22348,-0.095513
-0.47211,0.22446,-0.24386,-0.10829,-0.1053
-0.53692,-0.31534,0.60353,0.12873,-0.97781
0.44347,-0.40491,0.71894,0.24655,-0.89361
0.074002,0.12072,0.22142,-0.058641,-0.23792
-0.76329,-0.13977,-0.42404,0.59034,-1
-0.0411,-0.012256,0.24996,0.16485,-0.84018
-0.16088,-0.1798,-1,0.029872,-0.139
-0.18787,-0.10205,-0.50974,-0.26339,-0.61787
-0.10977,-0.36509,-0.21319,-0.16944,-0.053476
-0.27806,-0.30489,-0.50453,0.1383,0.18492
0.58608,-0.052721,-0.83207,-0.24939,-0.26711
0.49627,0.30538,-0.60036,-0.67077,0.46879
-0.29859,0.00076726,-0.43965,-0.068106,-0.19236
-0.1374,0.186,-0.71499,-0.42274,-0.1084
0.44967,0.12747,-0.95381,0.56082,0.60987
0.31391,0.36985,0.50013,0.20769,0.39835
-0.18198,-0.080107,0.078699,-0.14433,0.77112
-0.099751,-0.30077,0.53664,0.22919,0.7448
0.27284,-0.049408,1.011,-0.32573,0.34039
0.54467,0.51022,1.2431,0.023978,0.62458
0.63902,0.9698,2.2011,-0.00099469,1.7741
1.6139,3.661,8.4415,1.862,4.4639
2.105,3.2058,9.0931,1.904,4.8098
1.8938,3.3038,8.1767,2.2242,4.5215
0.93193,2.8942,8.3795,1.7675,4.1227
0.95972,3.0484,7.8482,1.2683,3.9069
1.2041,2.4146,7.7052,1.5281,3.4267
0.010408,2.1279,7.4027,0.68053,2.8377
0.22506,2.0629,6.4431,0.60452,1.9848
0.33797,1.7055,6.9427,0.92958,2.4578
0.58863,2.2084,6.4389,0.4999,2.5141
0.39107,1.5737,6.2167,-0.13929,2.3814
0.47216,1.3251,6.2459,-0.34972,1.0688
0.29167,1.411,6.0681,-0.40644,1.1924
0.81202,0.97123,5.8246,0.25199,1.0613
0.63684,1.51,5.6523,0.14604,0.8927
0.31618,1.2892,6.0582,0.25116,1.1118
0.65026,1.0104,5.3372,-0.066955,0.52137
-0.24751,1.1728,5.4291,0.34316,0.33064
0.20255,0.79154,4.8851,0.17831,0.29714
0.21007,0.71197,5.3925,-0.081027,-0.35281
0.27107,0.80431,4.9758,-0.4136,0.5003
0.35074,1.0645,4.8664,-0.36184,0.41324
0.2057,0.95558,4.6696,-0.75324,0.20293
0.36694,0.87846,4.7663,-0.70812,0.52399
0.50872,0.37519,4.6809,-0.87463,-0.29461
0.13507,0.42655,4.3973,-0.60278,-0.36611
0.14667,-0.12365,2.9511,-0.69117,-0.36512
-0.46017,-0.12466,3.1655,-0.86864,-0.53156
0.30173,-0.15266,3.4746,-0.31664,-0.2692
0.26658,-0.41925,2.1539,-0.76455,-0.68403
0.60204,-0.28996,3.222,-1,-0.67708
0.13082,-0.52861,2.9181,-0.66198,-0.60848
0.18224,-0.35669,2.7955,-0.53939,-0.29543
0.37878,-0.78105,2.2548,-0.73765,-0.14243
0.62412,-0.32023,2.0475,-0.13242,-0.21864
0.45278,-0.77942,1.7822,-0.19022,-0.61697
-0.0011766,-0.42648,1.4151,-0.55325,-0.84889
-0.85863,-0.21484,1.0401,-0.68306,-0.24413
-0.60359,-0.29671,1.1277,-0.42945,-0.091103
-0.3782,-0.22107,1.232,-0.082604,-0.62353
-0.43329,-0.40705,1.4055,0.20074,-0.7624
-0.276,-0.15189,1.1553,-0.35604,-0.7097
-0.55479,-0.41874,-0.20437,-0.16503,-0.88095
-0.24015,-0.39591,1.2536,-0.14797,-0.6367
-0.043676,-0.40107,1.2583,-0.19658,-0.90408
-0.24449,-1,0.71312,-0.01147,-0.66875
-0.097605,-0.3125,0.74589,-0.12702,-0.87107
-0.48815,-0.34633,0.21173,-0.24187,-0.60752
0.037905,-0.21938,0.82423,0.20487,-0.95818
-0.46439,-0.44799,-0.095034,-0.11964,-0.59848
-0.49873,-0.034132,0.21219,-0.0029283,-0.49992
0.25298,-0.010466,-0.30583,0.5854,-0.51433
-0.25261,-0.35623,-0.45491,0.08293,0.3298
0.4194,-0.43932,-0.50344,0.024872,-0.58289
-0.62717,0.41168,-0.30298,-0.28307,-0.79102
-0.088259,0.027675,-0.51044,-0.1243,-0.64761
0.41531,-0.1961,0.30934,0.037312,-0.66326
-0.037294,-0.024311,0.70302,-0.19426,-0.24436
0.27294,0.17928,0.90406,-0.14589,-0.62084
-0.10908,0.32409,0.38969,-0.03558,-0.56629
-0.15867,0.32091,0.50622,-0.012804,-0.35892
0.40409,0.1907,-0.10332,-0.55956,-0.55187
0.17543,0.2992,-0.65742,0.27284,-0.40094
0.35726,-0.092756,-0.19484,0.42986,-0.61253
-1,-0.01688,0.35577,0.27831,-0.72985
0.49424,0.031252,-0.34832,0.014707,0.095558
0.1976,-0.17288,-0.29078,0.15096,-0.19904
-0.12741,-0.18375,0.066332,0.060549,-0.53675
-0.19637,0.099421,0.70664,-0.070383,0.3601
-0.49276,-0.19443,0.45344,-0.31915,0.18095
0.027748,0.19188,-0.0082702,-0.23929,0.77315
0.27274,0.16,-0.24317,0.059965,0.97393
0.25767,0.070396,-0.83086,0.47547,0.64638
-0.43501,-0.10762,-0.11335,0.10655,1.2522
0.17305,-0.31304,0.2038,-0.23574,1.1604
