-0.33234,0.3299,-0.0034092,0.70878,-0.039696,0.090468,-0.032889
-0.42726,-0.58495,0.2619,0.44964,-1,-0.30471,-0.30243
-0.25075,-0.15146,-0.14348,-0.035234,-0.80946,-0.081579,1.0216
-0.45817,-0.14231,-0.057776,-0.029409,-0.92404,0.36491,0.52524
0.12336,-0.13327,-0.53105,-0.70901,-0.43928,-0.037291,-0.33995
-0.075891,0.05203,0.44268,-0.69348,0.55594,0.073583,-0.80436
-0.57411,0.0847,0.19147,-0.61242,-0.12419,0.17515,-0.92209
-0.33134,-0.051651,-0.18398,1.0298,0.027372,-0.4451,-1
-0.011171,0.30904,1.843,0.4443,0.60437,0.44619,0.014175
-0.052182,0.71231,1.0877,0.94117,-0.48669,-0.12267,-0.066045
0.23844,0.14153,-0.29041,0.083364,-0.055733,-0.45069,-0.32555
0.13121,1.1205,-0.21068,-1,0.49661,-0.61087,-0.23005
0.010107,0.30362,-0.17981,0.029858,0.64783,-0.35734,0.16632
0.21587,-0.39845,-0.58997,-0.50046,0.15842,-0.007011,0.016465
-0.002261,-0.47295,-0.41275,-0.074695,0.2368,0.52696,0.67717
-0.22764,-0.93248,-0.12038,0.055989,0.23821,0.25944,1.0596
-0.14524,-1,0.068036,0.22882,0.13869,-0.18774,0.33922
0.60856,-0.83027,-0.13258,0.03527,0.063773,-0.22942,-0.19885
0.18735,-0.059763,-0.024684,0.5676,0.056866,-0.091649,0.10719
0.1859,0.3221,-0.49803,-0.11156,-0.43764,0.25778,0.12956
0.15754,1.1554,-0.591,-0.40737,0.53913,-0.15608,0.2975
-0.025864,0.25922,0.16243,-0.31386,0.29945,0.23142,0.17959
0.70261,-0.14015,0.24618,-0.44582,0.55107,0.25697,0.13032
0.35328,0.10736,-0.33344,0.35871,-0.29781,0.39929,-0.44182
1.4397,0.25401,0.16617,0.13138,-0.14316,0.72487,0.16362
6.9728,5.5546,9.3106,6.3392,4.5272,9.5191,8.612
7.2959,7.0658,7.8419,4.5799,5.5746,11.619,8.7713
5.9652,7.2674,6.6858,2.8199,4.9421,11.011,6.7428
6.1297,6.965,7.9542,2.36,5.1743,11.036,6.6208
5.4745,5.1425,7.8586,3.1453,5.0287,10.366,7.8783
5.1631,5.6398,5.8046,1.8276,3.4917,9.7095,7.2151
4.993,4.6023,4.934,1.303,4.0552,8.1787,6.5782
4.8787,4.8038,3.6846,0.27177,3.1728,7.4905,5.9233
4.0314,3.8861,4.3528,2.1499,2.9608,6.1201,5.0565
4.0235,3.9186,3.7784,4.0826,2.2019,3.8177,4.4152
4.6374,3.7088,2.9232,3.0121,1.2434,3.2536,5.1459
3.9165,2.8861,3.4291,2.4885,1.8907,3.434,5.4081
3.5871,2.3263,3.9254,3.5835,1.3483,2.7931,4.0624
4.0209,3.0262,3.4016,4.1855,1.6472,2.4346,3.5371
3.9811,2.708,3.2087,4.1905,0.53107,1.8809,4.3447
3.5169,2.3375,2.327,1.7999,1.2501,2.3398,4.7303
4.2926,2.1772,2.234,3.8039,0.5598,3.7431,3.4573
4.6176,1.3179,4.0836,2.8514,1.7312,2.7526,3.5149
4.606,1.6375,3.5892,3.4864,0.059005,1.7186,4.1336
5.0203,2.1786,2.5243,2.9349,0.045189,1.5891,2.8034
4.8123,2.3202,2.1344,2.785,0.60043,0.87356,4.3764
3.4284,1.8922,2.2484,3.4243,0.12608,0.44566,2.7036
4.337,0.93069,1.7396,3.5421,-0.51954,0.73043,2.624
3.9284,2.1919,2.1129,4.3597,-0.67832,1.7248,2.6727
4.3253,2.6256,1.3097,3.4635,-0.5098,1.2921,3.2672
3.7067,1.6524,-0.23405,2.8672,-0.63858,0.57887,1.5158
1.7181,0.37358,-0.46573,2.4711,0.84196,-0.21306,0.080942
1.5259,-0.23873,-0.82003,1.4793,-0.075071,-0.79557,-0.065283
0.98095,-0.25607,-0.89889,1.0025,-0.56433,-0.39907,-0.47066
0.9364,-0.47432,-0.67824,1.6632,0.041511,-0.84575,-0.42157
0.67652,-0.67035,-1,1.8949,0.65978,-0.56317,-0.51929
0.44481,-0.54244,-0.88475,1.3928,0.11883,-0.019677,-0.36765
0.54619,-0.37445,-0.8633,1.6468,-0.12984,0.56675,-0.08704
0.81302,-0.77492,-0.0084102,0.965,-0.13473,1.1047,-0.10113
0.47481,-0.62957,-0.35225,0.51825,0.6497,0.2423,-0.13555
0.46458,-0.052332,-0.84128,1.3023,0.32347,0.141,-0.14471
0.46841,-0.31784,-0.37972,1.7453,-0.18217,0.25423,-0.025092
0.053091,-0.31633,-0.14992,1.4477,0.29425,-0.62362,-0.30381
0.61983,-0.10436,0.18794,1.6079,-0.27518,0.0050978,-0.43391
0.78147,0.031662,0.55658,1.6075,-0.74831,0.27167,-0.79609
0.50146,-0.33749,1.0275,0.72733,-0.28717,-0.10637,-0.18539
0.61946,-0.43749,0.37573,0.64743,-0.033127,1.8927,0.35667
0.41215,-0.41232,0.9545,1.3541,0.30497,0.91173,-0.18509
-0.11223,-0.19301,0.28497,0.7648,0.0038732,0.4238,-0.20533
0.26257,-0.39501,0.67812,0.91768,-0.36105,0.46706,-0.39697
0.039545,-0.082076,0.46486,0.58848,-0.055765,0.74837,-0.11903
-0.052716,-0.039252,0.68408,1.2024,0.074383,0.58919,-0.071093
-0.053629,-0.30276,0.21615,0.65199,0.24745,0.77119,0.11838
-0.055437,0.041521,-0.12676,0.017499,0.84392,-0.48245,0.43547
-0.072375,-0.15724,0.59806,0.64464,0.25276,-0.061559,0.19328
-0.23981,-0.35961,0.65323,0.30774,-0.18167,-0.040993,-0.53366
-0.24105,-0.1155,1.116,0.82182,0.41045,-0.38257,-0.73957
0.20657,-0.30018,0.94278,0.72048,0.27042,0.59865,-0.50634
-0.086685,-0.19357,1.0046,-0.21186,0.11794,0.14079,-0.36668
-0.43937,-0.067208,0.6367,-0.17248,-0.91207,-0.53513,-0.29589
0.0397,-0.038011,-0.075339,-0.39291,-0.27354,-0.36753,-0.40489
-0.1152,0.17419,-0.30765,-0.30077,-0.18371,0.095554,-0.37028
-0.17335,-0.048394,-0.51399,-0.42107,-0.77851,0.11739,0.52338
-0.60741,0.12879,-0.38723,-0.079476,-0.94491,-0.69966,0.049865
-1,0.21273,-0.30983,-0.59569,-0.13803,-0.082598,0.48832
-0.54866,0.28038,-0.57791,-0.38975,-0.40149,0.095972,0.39148
-0.2711,-0.18215,-0.57567,-0.13332,-0.58334,0.037625,-0.063957
-0.31442,0.1178,0.037684,-0.065601,0.41475,-0.34305,0.38705
-0.02193,0.0045159,0.073519,0.0378,-0.59821,-0.7608,0.22041
-0.38641,0.41743,0.79288,0.74921,-0.017832,-1,0.56338
-0.25394,0.20874,0.24496,0.41324,0.13645,-0.03606,0.22734
0.12459,0.14355,0.34735,-0.45663,0.0028462,-0.40975,0.039937
-0.097295,-0.109,-0.087829,-0.52024,0.12843,-0.071905,-0.10225
0.50547,0.1479,-0.18813,-0.072036,-0.23835,0.52687,0.10426
0.26171,-0.086779,-0.069046,-0.49458,0.61826,-0.22117,-0.41324
0.085471,-0.099428,0.34319,-0.14713,-0.23375,-0.76694,-0.29755
0.20972,0.12289,-0.2677,0.37571,0.3626,0.26969,-0.23137
0.59136,-0.15409,-0.56618,0.035454,-0.43615,0.26579,-0.080825
0.20749,-0.039623,-0.32983,0.25224,0.44252,0.94329,0.21187
0.59555,-0.32482,-0.48235,0.48645,1.0371,1.5657,0.036778
