0.040471,-0.71472
0.10506,0.92505
0.0035875,0.42493
0.026265,0.59798
-1,-0.13167
-0.35704,-0.61393
0.089226,-0.37862
0.24655,-0.10916
0.73038,-0.60525
0.46417,-0.6515
0.82605,-0.25483
0.035958,0.14941
0.90695,0.23214
0.12056,0.89556
-0.017726,0.82883
-0.28668,0.47745
-0.30252,0.61636
0.13502,0.060851
0.24482,-0.080797
-0.40669,-0.14537
-0.47244,-0.65187
-0.45645,-0.30832
-0.32535,-0.17202
-0.35019,-0.39051
0.42007,0.16836
7.1619,9.413
10.08,10.622
9.8838,10.731
8.1614,11.154
8.6357,11.773
7.3748,14.332
7.5856,14.521
6.177,14.409
6.5901,15.457
5.7211,14.193
5.0741,14.794
5.9437,13.644
6.8216,14.304
6.3325,14.433
6.7801,11.96
7.4819,11.003
7.6347,11.62
7.7351,11.689
7.0752,10.922
5.7207,11.124
6.3722,14.229
9.7114,17.556
10.787,18.031
10.602,18.984
10.985,19.303
12.294,20.078
12.589,16.834
10.951,14.611
10.248,11.772
8.8854,11.268
7.3406,10.737
6.1369,9.9046
6.5299,9.3887
6.0524,7.317
6.5391,5.9573
5.1801,5.6066
5.2735,4.6516
5.7794,4.6252
4.7188,4.626
4.7701,4.2137
3.8662,3.3936
3.548,2.4645
2.6977,1.3918
3.5819,1.0169
3.0552,1.4167
2.7545,1.0085
1.6968,0.70303
1.2823,-0.027106
0.55781,0.73926
0.49685,0.74844
0.49435,0.65837
0.0024518,-0.47349
-0.23132,-0.02212
-0.24191,-0.88953
0.045564,0.14497
0.11921,-0.2953
0.58741,0.83798
0.20047,0.6182
-0.031399,0.5307
0.089237,0.92114
0.46058,0.015103
0.49547,0.72165
-0.062121,0.46291
-0.097804,0.71945
0.75867,0.28946
0.66015,0.37349
0.050029,0.39164
0.087842,0.025434
-0.34815,-0.40704
-0.12242,-0.47328
0.25026,-1
-0.57161,-0.82716
-0.7554,-0.48578
-0.31159,-0.2092
-0.59407,-0.72191
