0.39359,-0.13296,-1,0.016149,0.0079724,0.19387
0.61263,-0.5047,-0.26698,1.1463,1.3308,1.628
0.85591,-0.28871,-0.23877,0.88186,1.5876,1.1632
0.32972,-0.14057,-0.022297,0.53454,1.1113,0.61021
0.59308,-0.62551,0.24712,0.072034,0.47213,0.49143
0.77893,-0.02791,0.53667,-0.25573,0.18064,0.039035
0.85503,-0.36498,0.90274,-0.66965,-0.49234,0.41121
0.67499,-0.61707,0.94228,-0.71885,-0.62367,0.39873
0.40594,-0.78418,1.5238,-0.72469,-0.79639,0.59178
0.59343,-0.61257,0.79319,-0.54681,-0.75984,0.15755
0.18477,0.037259,0.025173,-0.50128,-1,-0.08466
-0.21617,-0.0072292,-0.41293,-0.16516,-0.74473,-0.47596
-0.23723,0.17286,-0.42726,-0.23589,-0.86024,0.19758
-0.24879,0.19726,-0.26692,-0.10004,-0.82301,0.02721
-0.68733,0.36858,-0.33127,-0.28475,-0.42247,-0.14148
-1,0.30101,-0.12117,-0.25117,0.092577,-0.19145
-0.99643,-0.092981,-0.23395,0.049621,0.46149,-0.52415
-0.63877,0.46482,-0.26181,0.80762,-0.13557,-0.64226
-0.64401,0.80949,-0.37269,0.56452,-0.29197,-0.61414
-0.69811,1.2409,-0.40112,0.89791,0.342,-1
-0.51672,0.95903,-0.3333,0.92693,0.19272,-0.62654
-0.27801,0.39896,-0.37113,0.30314,0.051536,-0.73671
-0.036734,-0.10233,0.17565,-0.74663,0.30837,-0.32228
-0.079731,-0.64841,-0.08502,-1,0.81109,-0.55014
1.7132,0.39442,0.38049,-0.9451,3.3198,0.16595
8.2857,6.1096,4.1089,2.5294,11.838,3.8507
9.9546,6.7306,4.7302,2.4988,14.359,3.7576
10.703,6.131,3.9616,1.6675,13.869,2.3061
10.325,5.3139,3.2683,0.99126,13.597,1.3848
9.4564,5.1891,3.027,0.50499,13.478,1.327
9.4193,4.683,2.8124,0.54367,13.254,1.1467
9.3664,4.5362,2.7454,0.49666,13.019,0.98908
9.8139,4.433,2.6319,0.75006,13.003,1.3498
9.181,3.8762,2.6103,0.84542,12.743,1.4623
9.0878,4.1099,2.7838,0.8933,13.327,1.6923
9.5362,3.9828,2.6996,1.0526,12.938,1.2517
9.2874,3.6509,3.0174,1.3024,12.467,1.2643
9.3519,3.6287,2.8664,1.4436,13.214,1.3595
8.7798,3.2557,2.8009,1.5063,13.485,1.4604
8.9289,3.1111,3.1265,1.2756,14.033,1.1515
8.6998,3.4243,3.0926,1.3059,13.903,1.4805
8.2405,3.2778,3.1468,1.3484,13.785,1.248
7.9697,3.6766,2.8792,1.4243,13.298,1.091
7.6191,3.3677,3.1255,1.2992,13.633,1.5565
7.5663,3.8658,2.6423,1.37,13.225,1.4262
7.4919,3.9202,2.4003,1.3421,13.423,1.5054
7.1073,3.5524,2.797,1.5324,12.507,1.6515
6.9396,3.6837,2.8622,1.5374,12.066,1.3894
7.1693,3.084,3.4628,1.5863,11.224,0.89834
6.8055,3.5823,3.108,1.5984,11.648,1.1234
7.4793,5.0521,3.6123,1.7201,12.089,1.1319
7.1075,4.2737,3.0576,1.378,11.201,0.75253
5.5793,3.4926,1.9719,0.97958,8.5023,0.54934
4.4138,2.1262,1.8664,1.1509,7.3034,0.88353
3.4617,1.4723,1.3894,1.1983,6.2544,0.33721
2.7227,1.1936,1.1505,1.2406,5.4638,0.23988
2.6521,1.0586,0.76423,1.1995,5.1142,0.136
2.3003,1.6674,0.29516,0.98648,5.0769,0.09832
1.7901,1.3567,0.4214,0.78711,4.6907,0.33074
1.5032,0.68626,0.27953,0.98511,3.786,0.49593
1.1497,0.55801,0.31617,0.9665,3.3497,0.10291
1.0106,0.17996,0.23099,1.1058,2.8128,-0.16689
0.83125,0.13598,0.15527,0.85812,2.3882,-0.22746
0.58673,0.21962,0.36261,0.68988,2.0665,-0.47282
0.38513,-0.41452,0.34281,0.62115,2.0846,-0.36976
0.12969,0.13291,0.51948,0.70633,1.5814,-0.10682
0.13353,-0.067603,0.35452,0.75881,1.5909,0.25594
0.53928,0.39732,0.15082,0.62973,1.1919,0.3983
0.45124,0.4848,0.12139,0.5583,0.7385,1.0841
0.8968,0.18809,-0.06916,0.93545,0.43351,1.8702
0.33327,0.08015,-0.095663,1.2873,0.79008,1.7781
-0.044279,-0.071349,-0.13116,1.4309,2.0068,1.5292
-0.58623,0.52787,-0.048451,1.7725,1.8197,1.4541
-0.068205,0.74187,-0.062591,1.4408,1.0354,1.1787
0.17295,0.65831,0.11427,1.2817,0.64058,1.5012
-0.22745,0.73841,-0.042605,1.1041,0.6623,1.0842
